"State 
FIPS 
code","Group 
code",State,Population group,Civilian non-institutional population,Civilian labor force total,Civilian labor force percent,Employed total,Employed Percent of population,Unemployed total,Rate,Error range of rate(1)
01,22,Alabama,"Total, 35 to 44 years",597    ,488    ,81.7    ,466    ,78.1    ,22    ,4.5    ,3.2 – 5.8
01,23,Alabama,"Total, 45 to 54 years",642    ,479    ,74.6    ,463    ,72.1    ,16    ,3.3    ,2.2 – 4.4
01,24,Alabama,"Total, 55 to 64 years",562    ,311    ,55.3    ,303    ,53.9    ,8    ,2.6    ,1.4 – 3.8
01,25,Alabama,"Total, 65 years and over",613    ,103    ,16.7    ,100    ,16.4    ,2    ,2.2    ,0.2 – 4.2
01,26,Alabama,"Men, 16 to 19 years",123    ,48    ,38.7    ,39    ,31.6    ,9    ,18.5    ,12.1 – 24.9
01,27,Alabama,"Men, 20 to 24 years",169    ,128    ,75.6    ,109    ,64.5    ,19    ,14.7    ,10.9 – 18.5
01,28,Alabama,"Men, 25 to 34 years",283    ,249    ,88.2    ,235    ,83.1    ,14    ,5.7    ,3.8 – 7.6
01,29,Alabama,"Men, 35 to 44 years",293    ,262    ,89.7    ,247    ,84.3    ,16    ,6.0    ,4.1 – 7.9
01,30,Alabama,"Men, 45 to 54 years",295    ,242    ,82.1    ,231    ,78.4    ,11    ,4.5    ,2.7 – 6.3
01,31,Alabama,"Men, 55 to 64 years",266    ,171    ,64.0    ,166    ,62.3    ,4    ,2.6    ,1 – 4.2
01,32,Alabama,"Men, 65 years and over",270    ,57    ,21.1    ,55    ,20.5    ,2    ,2.8    ,( 2 ) – ( 2 )
01,33,Alabama,"Women, 16 to 19 years",132    ,45    ,34.3    ,35    ,26.8    ,10    ,21.9    ,15.3 – 28.5
01,34,Alabama,"Women, 20 to 24 years",172    ,113    ,65.8    ,104    ,60.7    ,9    ,7.9    ,4.6 – 11.2
01,35,Alabama,"Women, 25 to 34 years",299    ,221    ,73.9    ,207    ,69.1    ,14    ,6.5    ,4.3 – 8.7
01,36,Alabama,"Women, 35 to 44 years",304    ,225    ,74.0    ,219    ,72.0    ,6    ,2.7    ,1.2 – 4.2
01,37,Alabama,"Women, 45 to 54 years",347    ,237    ,68.2    ,232    ,66.7    ,5    ,2.1    ,0.8 – 3.4
01,38,Alabama,"Women, 55 to 64 years",296    ,140    ,47.4    ,137    ,46.2    ,3    ,2.5    ,0.7 – 4.3
01,39,Alabama,"Women, 65 years and over",342    ,46    ,13.3    ,45    ,13.1    ,1    ,1.4    ,( 2 ) – ( 2 )
01,40,Alabama,"White, 16 to 19 years",172    ,68    ,39.9    ,60    ,35.0    ,8    ,12.3    ,7.4 – 17.2
01,41,Alabama,"White, 20 to 24 years",214    ,154    ,72.2    ,143    ,67.0    ,11    ,7.3    ,4.6 – 10
01,42,Alabama,"White, 25 to 34 years",400    ,322    ,80.4    ,305    ,76.2    ,17    ,5.2    ,3.6 – 6.8
01,43,Alabama,"White, 35 to 44 years",439    ,356    ,81.2    ,345    ,78.7    ,11    ,3.0    ,1.8 – 4.2
01,44,Alabama,"White, 45 to 54 years",465    ,351    ,75.6    ,342    ,73.5    ,10    ,2.8    ,1.6 – 4
01,45,Alabama,"White, 55 to 64 years",432    ,248    ,57.3    ,242    ,56.0    ,6    ,2.3    ,1 – 3.6
01,46,Alabama,"White, 65 years and over",495    ,90    ,18.1    ,88    ,17.8    ,2    ,1.9    ,( 2 ) – ( 2 )
01,48,Alabama,"Black or African American, 20 to 24 years",113    ,74    ,65.3    ,58    ,51.6    ,15    ,21.0    ,( 2 ) – ( 2 )
01,49,Alabama,"Black or African American, 25 to 34 years",163    ,133    ,81.4    ,121    ,74.2    ,12    ,8.9    ,5.8 – 12
01,50,Alabama,"Black or African American, 35 to 44 years",135    ,116    ,85.8    ,106    ,78.4    ,10    ,8.6    ,5.4 – 11.8
01,51,Alabama,"Black or African American, 45 to 54 years",160    ,114    ,71.6    ,110    ,68.6    ,5    ,4.2    ,1.5 – 6.9
01,52,Alabama,"Black or African American, 55 to 64 years",121    ,60    ,49.6    ,58    ,47.9    ,2    ,3.4    ,( 2 ) – ( 2 )
02,01,Alaska,Total,502    ,357    ,71.1    ,332    ,66.3    ,24    ,6.8    ,5.7 – 7.9
02,02,Alaska,Men,253    ,193    ,76.2    ,179    ,70.8    ,14    ,7.1    ,5.6 – 8.6
02,03,Alaska,Women,249    ,164    ,65.9    ,153    ,61.7    ,10    ,6.4    ,4.8 – 8
02,04,Alaska,White,382    ,277    ,72.5    ,262    ,68.6    ,15    ,5.3    ,4.2 – 6.4
02,05,Alaska,"White, men",196    ,152    ,77.6    ,144    ,73.3    ,8    ,5.5    ,4 – 7
02,06,Alaska,"White, women",186    ,125    ,67.1    ,118    ,63.7    ,6    ,5.1    ,3.5 – 6.7
02,10,Alaska,Asian,25    ,18    ,71.4    ,17    ,69.6    ,( 3 ),2.6    ,( 2 ) – ( 2 )
02,13,Alaska,Hispanic or Latino ethnicity,20    ,15    ,74.6    ,13    ,67.7    ,1    ,9.2    ,1.1 – 17.3
02,16,Alaska,"Married men, spouse present",128    ,105    ,81.9    ,101    ,78.8    ,4    ,3.7    ,2.2 – 5.2
02,17,Alaska,"Married women, spouse present",134    ,88    ,65.8    ,84    ,62.6    ,4    ,4.8    ,2.9 – 6.7
02,18,Alaska,Women who maintain families,23    ,18    ,75.3    ,17    ,70.7    ,1    ,6.2    ,1.6 – 10.8
02,19,Alaska,"Total, 16 to 19 years",45    ,21    ,46.6    ,17    ,38.6    ,4    ,17.3    ,11 – 23.6
02,20,Alaska,"Total, 20 to 24 years",51    ,38    ,74.1    ,34    ,66.9    ,4    ,9.7    ,5.8 – 13.6
02,21,Alaska,"Total, 25 to 34 years",87    ,72    ,82.6    ,66    ,76.1    ,6    ,7.8    ,5.2 – 10.4
02,22,Alaska,"Total, 35 to 44 years",88    ,74    ,84.0    ,70    ,79.6    ,4    ,5.2    ,3.1 – 7.3
02,23,Alaska,"Total, 45 to 54 years",111    ,94    ,85.2    ,90    ,81.1    ,5    ,4.8    ,3 – 6.6
02,24,Alaska,"Total, 55 to 64 years",72    ,48    ,66.5    ,45    ,63.2    ,2    ,5.0    ,2.4 – 7.6
02,27,Alaska,"Men, 20 to 24 years",26    ,21    ,79.6    ,18    ,70.2    ,2    ,11.8    ,6.3 – 17.3
02,28,Alaska,"Men, 25 to 34 years",44    ,41    ,93.0    ,37    ,85.2    ,3    ,8.4    ,4.9 – 11.9
02,29,Alaska,"Men, 35 to 44 years",44    ,40    ,90.7    ,38    ,86.1    ,2    ,5.1    ,2.2 – 8
02,30,Alaska,"Men, 45 to 54 years",54    ,49    ,89.8    ,47    ,86.0    ,2    ,4.3    ,1.9 – 6.7
02,31,Alaska,"Men, 55 to 64 years",39    ,27    ,68.7    ,25    ,64.4    ,2    ,6.2    ,2.4 – 10
02,34,Alaska,"Women, 20 to 24 years",24    ,17    ,68.1    ,15    ,63.3    ,1    ,7.0    ,2 – 12
02,35,Alaska,"Women, 25 to 34 years",43    ,31    ,71.9    ,29    ,66.8    ,2    ,7.1    ,3.4 – 10.8
02,36,Alaska,"Women, 35 to 44 years",45    ,35    ,77.5    ,33    ,73.3    ,2    ,5.4    ,2.3 – 8.5
02,37,Alaska,"Women, 45 to 54 years",56    ,45    ,80.8    ,43    ,76.5    ,2    ,5.4    ,2.7 – 8.1
02,38,Alaska,"Women, 55 to 64 years",33    ,21    ,64.1    ,21    ,61.8    ,1    ,3.5    ,0.3 – 6.7
02,40,Alaska,"White, 16 to 19 years",31    ,14    ,46.3    ,12    ,40.1    ,2    ,13.5    ,6.5 – 20.5
02,41,Alaska,"White, 20 to 24 years",35    ,27    ,76.2    ,25    ,70.9    ,2    ,7.0    ,3 – 11
02,42,Alaska,"White, 25 to 34 years",63    ,53    ,84.5    ,50    ,79.5    ,3    ,5.9    ,3.3 – 8.5
02,43,Alaska,"White, 35 to 44 years",67    ,57    ,84.1    ,54    ,80.1    ,3    ,4.8    ,2.5 – 7.1
02,44,Alaska,"White, 45 to 54 years",89    ,77    ,86.7    ,74    ,83.4    ,3    ,3.7    ,1.9 – 5.5
02,45,Alaska,"White, 55 to 64 years",57    ,40    ,69.1    ,38    ,66.1    ,2    ,4.3    ,1.7 – 6.9
04,01,Arizona,Total,"4,877    ","3,139    ",64.4    ,"2,954    ",60.6    ,185    ,5.9    ,5.3 – 6.5
04,02,Arizona,Men,"2,405    ","1,727    ",71.8    ,"1,616    ",67.2    ,111    ,6.4    ,5.6 – 7.2
04,03,Arizona,Women,"2,472    ","1,413    ",57.1    ,"1,338    ",54.1    ,75    ,5.3    ,4.5 – 6.1
04,04,Arizona,White,"4,289    ","2,774    ",64.7    ,"2,615    ",61.0    ,159    ,5.7    ,5.1 – 6.3
04,05,Arizona,"White, men","2,117    ","1,534    ",72.5    ,"1,437    ",67.9    ,97    ,6.3    ,5.4 – 7.2
04,06,Arizona,"White, women","2,173    ","1,240    ",57.1    ,"1,178    ",54.2    ,62    ,5.0    ,4.1 – 5.9
04,07,Arizona,Black or African American,201    ,130    ,65.0    ,118    ,58.9    ,12    ,9.3    ,5.9 – 12.7
04,08,Arizona,"Black or African American, men",98    ,67    ,68.5    ,62    ,62.8    ,6    ,8.3    ,3.9 – 12.7
04,09,Arizona,"Black or African American, women",102    ,63    ,61.6    ,56    ,55.2    ,7    ,10.4    ,5.4 – 15.4
04,10,Arizona,Asian,117    ,84    ,71.7    ,82    ,70.0    ,2    ,2.4    ,0.1 – 4.7
04,11,Arizona,"Asian, men",57    ,46    ,79.7    ,45    ,78.2    ,1    ,1.8    ,( 2 ) – ( 2 )
04,13,Arizona,Hispanic or Latino ethnicity,"1,312    ",864    ,65.9    ,791    ,60.3    ,73    ,8.4    ,7.1 – 9.7
04,14,Arizona,"Hispanic or Latino ethnicity, men",667    ,531    ,79.7    ,479    ,71.8    ,52    ,9.8    ,8.1 – 11.5
04,15,Arizona,"Hispanic or Latino ethnicity, women",645    ,333    ,51.6    ,312    ,48.4    ,21    ,6.2    ,4.4 – 8
04,16,Arizona,"Married men, spouse present","1,261    ",923    ,73.2    ,886    ,70.3    ,37    ,4.0    ,3.1 – 4.9
04,17,Arizona,"Married women, spouse present","1,243    ",701    ,56.4    ,677    ,54.4    ,25    ,3.5    ,2.5 – 4.5
04,18,Arizona,Women who maintain families,312    ,214    ,68.6    ,200    ,63.9    ,15    ,6.9    ,4.5 – 9.3
04,19,Arizona,"Total, 16 to 19 years",349    ,136    ,39.0    ,109    ,31.2    ,27    ,20.1    ,16.1 – 24.1
04,20,Arizona,"Total, 20 to 24 years",402    ,299    ,74.3    ,264    ,65.5    ,35    ,11.9    ,9.4 – 14.4
04,21,Arizona,"Total, 25 to 34 years",928    ,754    ,81.3    ,713    ,76.9    ,41    ,5.4    ,4.3 – 6.5
04,22,Arizona,"Total, 35 to 44 years",857    ,689    ,80.5    ,661    ,77.1    ,29    ,4.2    ,3.1 – 5.3
04,23,Arizona,"Total, 45 to 54 years",841    ,677    ,80.5    ,649    ,77.2    ,28    ,4.1    ,3 – 5.2
04,24,Arizona,"Total, 55 to 64 years",728    ,455    ,62.4    ,438    ,60.2    ,16    ,3.6    ,2.4 – 4.8
04,25,Arizona,"Total, 65 years and over",772    ,129    ,16.7    ,120    ,15.6    ,8    ,6.6    ,3.6 – 9.6
04,26,Arizona,"Men, 16 to 19 years",178    ,74    ,41.7    ,55    ,31.0    ,19    ,25.7    ,20.5 – 30.9
04,27,Arizona,"Men, 20 to 24 years",215    ,171    ,79.6    ,146    ,68.2    ,25    ,14.3    ,10.9 – 17.7
04,28,Arizona,"Men, 25 to 34 years",466    ,431    ,92.5    ,408    ,87.5    ,23    ,5.4    ,3.9 – 6.9
04,29,Arizona,"Men, 35 to 44 years",439    ,386    ,88.1    ,370    ,84.3    ,16    ,4.3    ,2.8 – 5.8
04,30,Arizona,"Men, 45 to 54 years",401    ,352    ,87.7    ,337    ,84.1    ,15    ,4.2    ,2.7 – 5.7
04,31,Arizona,"Men, 55 to 64 years",349    ,236    ,67.7    ,230    ,65.8    ,7    ,2.8    ,1.3 – 4.3
04,32,Arizona,"Men, 65 years and over",356    ,75    ,21.2    ,69    ,19.4    ,6    ,8.1    ,3.9 – 12.3
04,33,Arizona,"Women, 16 to 19 years",170    ,62    ,36.2    ,53    ,31.4    ,8    ,13.2    ,7.7 – 18.7
04,34,Arizona,"Women, 20 to 24 years",188    ,128    ,68.4    ,117    ,62.5    ,11    ,8.6    ,5.2 – 12
04,35,Arizona,"Women, 25 to 34 years",461    ,323    ,69.9    ,305    ,66.1    ,18    ,5.5    ,3.7 – 7.3
04,36,Arizona,"Women, 35 to 44 years",418    ,303    ,72.5    ,291    ,69.6    ,12    ,4.1    ,2.5 – 5.7
04,37,Arizona,"Women, 45 to 54 years",440    ,326    ,74.0    ,312    ,70.9    ,13    ,4.1    ,2.6 – 5.6
04,38,Arizona,"Women, 55 to 64 years",379    ,218    ,57.5    ,209    ,55.0    ,10    ,4.4    ,2.5 – 6.3
04,39,Arizona,"Women, 65 years and over",416    ,53    ,12.8    ,51    ,12.2    ,2    ,4.4    ,0.5 – 8.3
04,40,Arizona,"White, 16 to 19 years",289    ,120    ,41.5    ,97    ,33.6    ,23    ,19.0    ,14.8 – 23.2
04,41,Arizona,"White, 20 to 24 years",345    ,262    ,76.0    ,232    ,67.3    ,30    ,11.5    ,8.9 – 14.1
04,42,Arizona,"White, 25 to 34 years",804    ,656    ,81.6    ,623    ,77.6    ,33    ,5.0    ,3.8 – 6.2
04,43,Arizona,"White, 35 to 44 years",746    ,599    ,80.3    ,574    ,77.0    ,25    ,4.2    ,3 – 5.4
04,44,Arizona,"White, 45 to 54 years",745    ,607    ,81.4    ,581    ,78.0    ,26    ,4.2    ,3.1 – 5.3
04,45,Arizona,"White, 55 to 64 years",659    ,413    ,62.7    ,400    ,60.6    ,14    ,3.3    ,2.1 – 4.5
04,46,Arizona,"White, 65 years and over",701    ,116    ,16.6    ,108    ,15.4    ,8    ,7.3    ,4 – 10.6
04,62,Arizona,"Hispanic or Latino ethnicity, 20 to 24 years",152    ,104    ,68.5    ,87    ,57.0    ,17    ,16.8    ,13 – 20.6
04,63,Arizona,"Hispanic or Latino ethnicity, 25 to 34 years",321    ,251    ,78.2    ,235    ,73.1    ,16    ,6.5    ,4.4 – 8.6
04,64,Arizona,"Hispanic or Latino ethnicity, 35 to 44 years",262    ,195    ,74.5    ,182    ,69.4    ,13    ,6.9    ,4.4 – 9.4
04,65,Arizona,"Hispanic or Latino ethnicity, 45 to 54 years",224    ,169    ,75.6    ,160    ,71.5    ,9    ,5.4    ,3 – 7.8
04,66,Arizona,"Hispanic or Latino ethnicity, 55 to 64 years",128    ,79    ,61.7    ,76    ,59.1    ,3    ,4.2    ,1 – 7.4
05,01,Arkansas,Total,"2,180    ","1,372    ",62.9    ,"1,301    ",59.7    ,71    ,5.2    ,4.5 – 5.9
05,02,Arkansas,Men,"1,048    ",723    ,69.0    ,681    ,65.0    ,42    ,5.8    ,4.8 – 6.8
05,03,Arkansas,Women,"1,132    ",649    ,57.4    ,620    ,54.8    ,29    ,4.5    ,3.6 – 5.4
05,04,Arkansas,White,"1,787    ","1,130    ",63.2    ,"1,080    ",60.4    ,50    ,4.4    ,3.7 – 5.1
05,05,Arkansas,"White, men",867    ,602    ,69.5    ,574    ,66.2    ,29    ,4.7    ,3.7 – 5.7
05,06,Arkansas,"White, women",920    ,528    ,57.3    ,506    ,55.0    ,21    ,4.0    ,3 – 5
05,07,Arkansas,Black or African American,313    ,194    ,62.1    ,176    ,56.2    ,19    ,9.5    ,7.2 – 11.8
05,08,Arkansas,"Black or African American, men",140    ,92    ,65.7    ,81    ,57.9    ,11    ,11.8    ,9.6 – 14
05,09,Arkansas,"Black or African American, women",173    ,102    ,59.2    ,95    ,54.7    ,8    ,7.5    ,4.9 – 10.1
05,13,Arkansas,Hispanic or Latino ethnicity,84    ,65    ,78.1    ,62    ,74.2    ,3    ,5.0    ,2.1 – 7.9
05,14,Arkansas,"Hispanic or Latino ethnicity, men",48    ,43    ,89.1    ,41    ,84.7    ,2    ,4.9    ,1.5 – 8.3
05,16,Arkansas,"Married men, spouse present",606    ,438    ,72.2    ,427    ,70.5    ,11    ,2.4    ,1.6 – 3.2
05,17,Arkansas,"Married women, spouse present",598    ,358    ,59.9    ,346    ,57.9    ,12    ,3.4    ,2.3 – 4.5
05,18,Arkansas,Women who maintain families,139    ,89    ,64.1    ,84    ,60.2    ,5    ,6.1    ,3.3 – 8.9
05,19,Arkansas,"Total, 16 to 19 years",152    ,54    ,35.7    ,44    ,29.0    ,10    ,18.8    ,13.3 – 24.3
05,20,Arkansas,"Total, 20 to 24 years",181    ,140    ,77.4    ,127    ,69.9    ,14    ,9.7    ,7 – 12.4
05,21,Arkansas,"Total, 25 to 34 years",403    ,337    ,83.6    ,319    ,79.2    ,18    ,5.3    ,3.9 – 6.7
05,22,Arkansas,"Total, 35 to 44 years",338    ,287    ,85.0    ,274    ,81.2    ,13    ,4.4    ,3 – 5.8
05,23,Arkansas,"Total, 45 to 54 years",400    ,307    ,76.7    ,296    ,74.0    ,11    ,3.5    ,2.3 – 4.7
05,24,Arkansas,"Total, 55 to 64 years",343    ,197    ,57.4    ,192    ,56.1    ,5    ,2.3    ,1.1 – 3.5
05,25,Arkansas,"Total, 65 years and over",363    ,50    ,13.8    ,48    ,13.4    ,1    ,2.9    ,0.2 – 5.6
05,27,Arkansas,"Men, 20 to 24 years",87    ,75    ,86.4    ,67    ,77.1    ,8    ,10.7    ,6.8 – 14.6
05,28,Arkansas,"Men, 25 to 34 years",210    ,190    ,90.5    ,180    ,85.5    ,11    ,5.6    ,3.7 – 7.5
05,29,Arkansas,"Men, 35 to 44 years",160    ,147    ,91.7    ,139    ,87.1    ,7    ,5.0    ,3 – 7
05,30,Arkansas,"Men, 45 to 54 years",193    ,161    ,83.5    ,155    ,80.3    ,6    ,3.9    ,2.2 – 5.6
05,31,Arkansas,"Men, 55 to 64 years",162    ,98    ,60.8    ,96    ,59.2    ,3    ,2.7    ,0.9 – 4.5
05,34,Arkansas,"Women, 20 to 24 years",94    ,65    ,69.0    ,60    ,63.2    ,6    ,8.5    ,4.7 – 12.3
05,35,Arkansas,"Women, 25 to 34 years",193    ,147    ,76.1    ,139    ,72.3    ,7    ,5.0    ,3 – 7
05,36,Arkansas,"Women, 35 to 44 years",178    ,140    ,78.9    ,135    ,75.9    ,5    ,3.8    ,2 – 5.6
05,37,Arkansas,"Women, 45 to 54 years",207    ,146    ,70.3    ,141    ,68.2    ,4    ,3.0    ,1.4 – 4.6
05,38,Arkansas,"Women, 55 to 64 years",181    ,98    ,54.4    ,97    ,53.4    ,2    ,1.9    ,0.3 – 3.5
05,40,Arkansas,"White, 16 to 19 years",117    ,45    ,38.9    ,39    ,33.2    ,7    ,14.7    ,9.1 – 20.3
05,41,Arkansas,"White, 20 to 24 years",134    ,105    ,78.1    ,96    ,71.6    ,9    ,8.3    ,5.3 – 11.3
05,42,Arkansas,"White, 25 to 34 years",315    ,264    ,83.7    ,251    ,79.6    ,13    ,4.8    ,3.3 – 6.3
05,43,Arkansas,"White, 35 to 44 years",279    ,241    ,86.4    ,231    ,82.7    ,10    ,4.3    ,2.8 – 5.8
05,44,Arkansas,"White, 45 to 54 years",322    ,254    ,79.1    ,248    ,77.1    ,6    ,2.5    ,1.4 – 3.6
05,45,Arkansas,"White, 55 to 64 years",289    ,174    ,60.0    ,170    ,58.6    ,4    ,2.4    ,1.1 – 3.7
05,46,Arkansas,"White, 65 years and over",330    ,46    ,14.0    ,45    ,13.7    ,1    ,1.7    ,( 2 ) – ( 2 )
05,49,Arkansas,"Black or African American, 25 to 34 years",70    ,59    ,85.1    ,54    ,78.0    ,5    ,8.3    ,5.3 – 11.3
05,50,Arkansas,"Black or African American, 35 to 44 years",44    ,35    ,79.1    ,34    ,75.9    ,1    ,4.0    ,0.3 – 7.7
05,51,Arkansas,"Black or African American, 45 to 54 years",61    ,42    ,68.3    ,38    ,62.4    ,4    ,8.6    ,5.2 – 12
06,01,California,Total,"27,910    ","18,358    ",65.8    ,"17,045    ",61.1    ,"1,313    ",7.1    ,6.8 – 7.4
06,02,California,Men,"13,713    ","10,168    ",74.2    ,"9,418    ",68.7    ,750    ,7.4    ,7 – 7.8
06,03,California,Women,"14,197    ","8,189    ",57.7    ,"7,627    ",53.7    ,563    ,6.9    ,6.5 – 7.3
06,04,California,White,"21,682    ","14,349    ",66.2    ,"13,338    ",61.5    ,"1,011    ",7.0    ,6.7 – 7.3
06,05,California,"White, men","10,789    ","8,134    ",75.4    ,"7,554    ",70.0    ,580    ,7.1    ,6.7 – 7.5
06,06,California,"White, women","10,893    ","6,215    ",57.1    ,"5,784    ",53.1    ,431    ,6.9    ,6.5 – 7.3
06,07,California,Black or African American,"1,781    ","1,113    ",62.5    ,985    ,55.3    ,128    ,11.5    ,10.3 – 12.7
06,08,California,"Black or African American, men",828    ,540    ,65.2    ,472    ,57.0    ,68    ,12.6    ,10.8 – 14.4
06,09,California,"Black or African American, women",953    ,573    ,60.2    ,513    ,53.8    ,60    ,10.5    ,8.8 – 12.2
06,10,California,Asian,"3,504    ","2,271    ",64.8    ,"2,165    ",61.8    ,106    ,4.6    ,4 – 5.2
06,11,California,"Asian, men","1,645    ","1,166    ",70.9    ,"1,107    ",67.3    ,59    ,5.0    ,4.2 – 5.8
06,12,California,"Asian, women","1,859    ","1,105    ",59.5    ,"1,058    ",56.9    ,47    ,4.3    ,3.5 – 5.1
06,13,California,Hispanic or Latino ethnicity,"9,224    ","6,293    ",68.2    ,"5,703    ",61.8    ,590    ,9.4    ,8.9 – 9.9
06,14,California,"Hispanic or Latino ethnicity, men","4,728    ","3,786    ",80.1    ,"3,436    ",72.7    ,350    ,9.2    ,8.6 – 9.8
06,15,California,"Hispanic or Latino ethnicity, women","4,496    ","2,507    ",55.8    ,"2,267    ",50.4    ,240    ,9.6    ,8.8 – 10.4
06,16,California,"Married men, spouse present","7,271    ","5,750    ",79.1    ,"5,494    ",75.6    ,256    ,4.4    ,4 – 4.8
06,17,California,"Married women, spouse present","6,956    ","4,086    ",58.7    ,"3,869    ",55.6    ,216    ,5.3    ,4.8 – 5.8
06,18,California,Women who maintain families,"1,579    ","1,066    ",67.5    ,976    ,61.8    ,89    ,8.4    ,7.3 – 9.5
06,19,California,"Total, 16 to 19 years","2,150    ",734    ,34.1    ,555    ,25.8    ,178    ,24.3    ,22.3 – 26.3
06,20,California,"Total, 20 to 24 years","2,617    ","1,878    ",71.7    ,"1,647    ",62.9    ,231    ,12.3    ,11.3 – 13.3
06,21,California,"Total, 25 to 34 years","5,156    ","4,215    ",81.7    ,"3,915    ",75.9    ,300    ,7.1    ,6.6 – 7.6
06,22,California,"Total, 35 to 44 years","5,279    ","4,356    ",82.5    ,"4,111    ",77.9    ,245    ,5.6    ,5.1 – 6.1
06,23,California,"Total, 45 to 54 years","5,080    ","4,095    ",80.6    ,"3,879    ",76.4    ,216    ,5.3    ,4.8 – 5.8
06,24,California,"Total, 55 to 64 years","3,670    ","2,419    ",65.9    ,"2,313    ",63.0    ,107    ,4.4    ,3.8 – 5
06,25,California,"Total, 65 years and over","3,957    ",661    ,16.7    ,625    ,15.8    ,36    ,5.5    ,4.3 – 6.7
06,26,California,"Men, 16 to 19 years","1,082    ",366    ,33.8    ,270    ,25.0    ,96    ,26.2    ,23.4 – 29
06,27,California,"Men, 20 to 24 years","1,303    ","1,012    ",77.7    ,871    ,66.8    ,142    ,14.0    ,12.6 – 15.4
06,28,California,"Men, 25 to 34 years","2,681    ","2,448    ",91.3    ,"2,275    ",84.9    ,173    ,7.1    ,6.4 – 7.8
06,29,California,"Men, 35 to 44 years","2,646    ","2,446    ",92.5    ,"2,310    ",87.3    ,136    ,5.6    ,5 – 6.2
06,30,California,"Men, 45 to 54 years","2,528    ","2,237    ",88.5    ,"2,118    ",83.8    ,119    ,5.3    ,4.7 – 5.9
06,31,California,"Men, 55 to 64 years","1,795    ","1,289    ",71.8    ,"1,228    ",68.4    ,61    ,4.7    ,3.9 – 5.5
06,32,California,"Men, 65 years and over","1,678    ",370    ,22.0    ,347    ,20.7    ,23    ,6.2    ,4.5 – 7.9
06,33,California,"Women, 16 to 19 years","1,068    ",367    ,34.4    ,285    ,26.7    ,82    ,22.4    ,19.7 – 25.1
06,34,California,"Women, 20 to 24 years","1,314    ",865    ,65.9    ,776    ,59.1    ,89    ,10.3    ,8.9 – 11.7
06,35,California,"Women, 25 to 34 years","2,475    ","1,767    ",71.4    ,"1,640    ",66.3    ,126    ,7.2    ,6.4 – 8
06,36,California,"Women, 35 to 44 years","2,633    ","1,910    ",72.5    ,"1,801    ",68.4    ,109    ,5.7    ,5 – 6.4
06,37,California,"Women, 45 to 54 years","2,552    ","1,858    ",72.8    ,"1,761    ",69.0    ,97    ,5.2    ,4.5 – 5.9
06,38,California,"Women, 55 to 64 years","1,875    ","1,130    ",60.3    ,"1,085    ",57.8    ,46    ,4.0    ,3.2 – 4.8
06,39,California,"Women, 65 years and over","2,280    ",292    ,12.8    ,278    ,12.2    ,13    ,4.5    ,2.9 – 6.1
06,40,California,"White, 16 to 19 years","1,660    ",606    ,36.5    ,464    ,27.9    ,142    ,23.4    ,21.3 – 25.5
