"State 
FIPS 
code","Group 
code",State,Population group,Civilian non-institutional population,Civilian labor force total,Civilian labor force percent,Employed total,Employed Percent of population,Unemployed total,Rate,Error range of rate(1)
02,17,Alaska,"Married women, spouse present",134,87,64.8,83,62.1,4,4.1,2.4 – 5.8
02,18,Alaska,Women who maintain families,30,22,73.1,20,67.4,2,7.7,3.0 – 12.4
02,19,Alaska,"Total, 16 to 19 years",39,13,34.3,10,25.4,3,26.1,14.9 – 37.3
02,20,Alaska,"Total, 20 to 24 years",53,39,73.7,35,65.6,4,11.0,6.8 – 15.2
02,21,Alaska,"Total, 25 to 34 years",109,89,81.6,81,74.4,8,8.9,6.4 – 11.4
02,22,Alaska,"Total, 35 to 44 years",83,70,84.6,65,78.3,5,7.5,4.9 – 10.1
02,23,Alaska,"Total, 45 to 54 years",90,73,80.3,68,75.3,4,6.2,3.9 – 8.5
02,24,Alaska,"Total, 55 to 64 years",90,59,65.6,57,63.1,2,3.8,1.8 – 5.8
02,25,Alaska,"Total, 65 years and over",83,23,28.0,23,27.2,1,2.8,(2)-
02,27,Alaska,"Men, 20 to 24 years",26,20,76.0,17,65.2,3,14.2,7.5 – 20.9
02,28,Alaska,"Men, 25 to 34 years",54,47,87.2,43,78.5,5,10.1,6.4 – 13.8
02,29,Alaska,"Men, 35 to 44 years",42,37,88.4,34,80.9,3,8.5,4.7 – 12.3
02,30,Alaska,"Men, 45 to 54 years",45,38,83.8,35,77.0,3,8.0,4.4 – 11.6
02,31,Alaska,"Men, 55 to 64 years",47,33,69.2,31,66.9,1,3.4,0.8 – 6.0
02,32,Alaska,"Men, 65 years and over",42,12,28.8,11,27.4,1,4.7,(2)-
02,34,Alaska,"Women, 20 to 24 years",26,19,71.4,17,66.0,1,7.6,2.5 – 12.7
02,35,Alaska,"Women, 25 to 34 years",55,42,76.0,39,70.3,3,7.5,4.1 – 10.9
02,36,Alaska,"Women, 35 to 44 years",41,33,80.7,31,75.5,2,6.4,2.9 – 9.9
02,37,Alaska,"Women, 45 to 54 years",45,34,76.8,33,73.6,1,4.2,1.4 – 7.0
02,38,Alaska,"Women, 55 to 64 years",42,26,61.7,25,59.0,1,4.4,1.1 – 7.7
02,41,Alaska,"White, 20 to 24 years",26,19,73.9,18,68.3,1,7.6,2.6 – 12.6
02,42,Alaska,"White, 25 to 34 years",65,54,83.5,51,79.3,3,5.1,2.6 – 7.6
02,43,Alaska,"White, 35 to 44 years",53,45,84.7,43,79.8,3,5.8,3.0 – 8.6
02,44,Alaska,"White, 45 to 54 years",63,52,83.9,51,81.4,2,3.1,1.1 – 5.1
02,45,Alaska,"White, 55 to 64 years",69,47,67.6,45,65.2,2,3.6,1.4 – 5.8
02,46,Alaska,"White, 65 years and over",63,19,29.3,18,28.6,(3)-,2.4,(2)-
04,01,Arizona,Total,"5,462","3,294",60.3,"3,138",57.5,155,4.7,4.0 – 5.4
04,02,Arizona,Men,"2,659","1,771",66.6,"1,697",63.8,73,4.1,3.2 – 5.0
04,03,Arizona,Women,"2,803","1,523",54.3,"1,441",51.4,82,5.4,4.3 – 6.5
04,04,Arizona,White,"4,753","2,834",59.6,"2,713",57.1,121,4.3,3.6 – 5.0
04,05,Arizona,"White, men","2,308","1,529",66.2,"1,472",63.8,57,3.7,2.8 – 4.6
04,06,Arizona,"White, women","2,445","1,305",53.4,"1,241",50.8,64,4.9,3.8 – 6.0
04,07,Arizona,Black or African American,260,181,69.5,165,63.3,16,9.0,5.6 – 12.4
04,10,Arizona,Asian,200,123,61.6,117,58.7,6,4.8,2.3 – 7.3
04,13,Arizona,Hispanic or Latino ethnicity,"1,685","1,077",63.9,"1,013",60.2,63,5.9,4.4 – 7.4
04,14,Arizona,"Hispanic or Latino ethnicity, men",847,614,72.5,583,68.8,31,5.1,3.3 – 6.9
04,15,Arizona,"Hispanic or Latino ethnicity, women",837,462,55.2,430,51.4,32,6.9,4.5 – 9.3
04,16,Arizona,"Married men, spouse present","1,389",948,68.3,921,66.3,27,2.8,1.8 – 3.8
04,17,Arizona,"Married women, spouse present","1,373",697,50.8,671,48.9,26,3.8,2.4 – 5.2
04,18,Arizona,Women who maintain families,291,207,71.1,192,65.9,15,7.3,3.8 – 10.8
04,19,Arizona,"Total, 16 to 19 years",400,141,35.3,119,29.8,22,15.5,9.3 – 21.7
04,20,Arizona,"Total, 20 to 24 years",475,351,74.0,329,69.3,22,6.3,3.8 – 8.8
04,21,Arizona,"Total, 25 to 34 years",881,705,80.1,672,76.3,33,4.7,3.2 – 6.2
04,22,Arizona,"Total, 35 to 44 years",829,673,81.2,657,79.2,16,2.4,1.3 – 3.5
04,23,Arizona,"Total, 45 to 54 years",924,737,79.8,702,76.0,35,4.8,3.3 – 6.3
04,24,Arizona,"Total, 55 to 64 years",832,505,60.7,488,58.7,16,3.3,1.8 – 4.8
04,25,Arizona,"Total, 65 years and over","1,121",180,16.1,170,15.2,10,5.6,2.3 – 8.9
04,27,Arizona,"Men, 20 to 24 years",228,169,73.9,156,68.2,13,7.6,3.6 – 11.6
04,28,Arizona,"Men, 25 to 34 years",450,392,87.0,376,83.5,16,4.1,2.2 – 6.0
04,29,Arizona,"Men, 35 to 44 years",417,378,90.8,370,88.7,9,2.3,0.8 – 3.8
04,30,Arizona,"Men, 45 to 54 years",461,412,89.3,398,86.3,14,3.3,1.6 – 5.0
04,31,Arizona,"Men, 55 to 64 years",388,260,66.9,254,65.5,6,2.2,0.5 – 3.9
04,34,Arizona,"Women, 20 to 24 years",247,183,74.0,173,70.3,9,5.1,2.0 – 8.2
04,35,Arizona,"Women, 25 to 34 years",430,313,72.8,296,68.8,17,5.6,3.1 – 8.1
04,36,Arizona,"Women, 35 to 44 years",413,295,71.5,287,69.6,8,2.6,0.8 – 4.4
04,37,Arizona,"Women, 45 to 54 years",463,325,70.3,304,65.6,21,6.6,3.9 – 9.3
04,38,Arizona,"Women, 55 to 64 years",443,245,55.2,234,52.8,11,4.4,1.9 – 6.9
04,40,Arizona,"White, 16 to 19 years",328,113,34.5,98,29.7,16,13.7,7.2 – 20.2
04,41,Arizona,"White, 20 to 24 years",391,297,75.8,278,71.1,18,6.1,3.4 – 8.8
04,42,Arizona,"White, 25 to 34 years",735,589,80.1,563,76.6,25,4.3,2.7 – 5.9
04,43,Arizona,"White, 35 to 44 years",699,568,81.3,556,79.5,12,2.2,1.0 – 3.4
04,44,Arizona,"White, 45 to 54 years",807,644,79.8,617,76.5,27,4.2,2.7 – 5.7
04,45,Arizona,"White, 55 to 64 years",748,454,60.7,440,58.9,14,3.0,1.5 – 4.5
04,46,Arizona,"White, 65 years and over","1,045",170,16.3,161,15.4,9,5.5,2.1 – 8.9
04,62,Arizona,"Hispanic or Latino ethnicity, 20 to 24 years",199,158,79.2,144,72.5,13,8.4,3.9 – 12.9
04,63,Arizona,"Hispanic or Latino ethnicity, 25 to 34 years",317,245,77.3,230,72.8,14,5.9,2.8 – 9.0
04,64,Arizona,"Hispanic or Latino ethnicity, 35 to 44 years",308,247,80.0,242,78.5,5,1.8,0.1 – 3.5
04,65,Arizona,"Hispanic or Latino ethnicity, 45 to 54 years",316,239,75.7,224,70.9,15,6.3,3.1 – 9.5
04,66,Arizona,"Hispanic or Latino ethnicity, 55 to 64 years",187,107,57.3,101,53.9,6,5.9,1.3 – 10.5
05,01,Arkansas,Total,"2,325","1,361",58.5,"1,311",56.4,50,3.7,3.1 – 4.3
05,02,Arkansas,Men,"1,118",702,62.8,674,60.3,28,4.0,3.2 – 4.8
05,03,Arkansas,Women,"1,207",659,54.6,637,52.8,22,3.3,2.6 – 4.0
05,04,Arkansas,White,"1,866","1,083",58.0,"1,047",56.1,35,3.3,2.7 – 3.9
05,05,Arkansas,"White, men",906,567,62.6,547,60.4,20,3.5,2.7 – 4.3
05,06,Arkansas,"White, women",961,515,53.7,500,52.0,16,3.0,2.2 – 3.8
05,07,Arkansas,Black or African American,341,208,61.1,197,57.8,11,5.3,3.5 – 7.1
05,08,Arkansas,"Black or African American, men",153,93,61.1,87,57.0,6,6.7,3.6 – 9.8
05,09,Arkansas,"Black or African American, women",188,115,61.1,110,58.5,5,4.2,2.0 – 6.4
05,13,Arkansas,Hispanic or Latino ethnicity,148,104,70.4,102,69.0,2,2.0,0.7 – 3.3
05,14,Arkansas,"Hispanic or Latino ethnicity, men",75,63,83.4,62,82.1,1,1.5,0.1 – 2.9
05,16,Arkansas,"Married men, spouse present",600,400,66.7,392,65.4,7,1.9,1.2 – 2.6
05,17,Arkansas,"Married women, spouse present",607,344,56.6,338,55.6,6,1.7,0.9 – 2.5
05,18,Arkansas,Women who maintain families,152,99,64.7,93,60.9,6,6.0,3.4 – 8.6
05,19,Arkansas,"Total, 16 to 19 years",156,48,31.1,44,28.5,4,8.6,4.1 – 13.1
05,20,Arkansas,"Total, 20 to 24 years",209,156,74.7,147,70.2,9,6.0,3.9 – 8.1
05,21,Arkansas,"Total, 25 to 34 years",396,322,81.2,309,77.9,13,4.1,2.9 – 5.3
05,22,Arkansas,"Total, 35 to 44 years",333,263,79.0,253,76.1,10,3.7,2.4 – 5.0
05,23,Arkansas,"Total, 45 to 54 years",369,286,77.6,280,75.8,7,2.3,1.4 – 3.2
05,24,Arkansas,"Total, 55 to 64 years",368,203,55.2,198,53.8,5,2.6,1.4 – 3.8
05,25,Arkansas,"Total, 65 years and over",495,82,16.6,81,16.3,2,1.9,0.3 – 3.5
05,27,Arkansas,"Men, 20 to 24 years",108,81,75.4,76,70.4,5,6.7,3.6 – 9.8
05,28,Arkansas,"Men, 25 to 34 years",194,168,86.5,161,82.8,7,4.4,2.7 – 6.1
05,29,Arkansas,"Men, 35 to 44 years",159,136,85.2,131,82.4,4,3.3,1.7 – 4.9
05,30,Arkansas,"Men, 45 to 54 years",170,139,82.1,135,79.8,4,2.9,1.4 – 4.4
05,31,Arkansas,"Men, 55 to 64 years",179,105,58.4,101,56.4,4,3.4,1.5 – 5.3
05,32,Arkansas,"Men, 65 years and over",231,48,20.8,47,20.4,1,1.5,(2)-
05,34,Arkansas,"Women, 20 to 24 years",102,75,73.9,71,70.0,4,5.2,2.4 – 8.0
05,35,Arkansas,"Women, 25 to 34 years",202,154,76.1,148,73.2,6,3.8,2.1 – 5.5
05,36,Arkansas,"Women, 35 to 44 years",173,127,73.3,122,70.3,5,4.0,2.1 – 5.9
05,37,Arkansas,"Women, 45 to 54 years",199,147,73.8,144,72.5,3,1.7,0.6 – 2.8
05,38,Arkansas,"Women, 55 to 64 years",189,99,52.2,97,51.3,2,1.7,0.3 – 3.1
05,41,Arkansas,"White, 20 to 24 years",161,121,75.5,115,71.7,6,5.1,2.9 – 7.3
05,42,Arkansas,"White, 25 to 34 years",292,234,80.3,224,76.9,10,4.3,2.9 – 5.7
05,43,Arkansas,"White, 35 to 44 years",262,206,78.8,200,76.2,7,3.3,2.0 – 4.6
05,44,Arkansas,"White, 45 to 54 years",298,236,79.2,231,77.6,5,2.1,1.1 – 3.1
05,45,Arkansas,"White, 55 to 64 years",303,172,56.7,169,55.6,3,1.9,0.8 – 3.0
05,46,Arkansas,"White, 65 years and over",436,73,16.8,72,16.6,1,1.5,(2)-
05,49,Arkansas,"Black or African American, 25 to 34 years",73,62,84.5,59,80.8,3,4.3,1.2 – 7.4
06,01,California,Total,"30,990","19,260",62.2,"18,340",59.2,920,4.8,4.5 – 5.1
06,02,California,Men,"15,133","10,496",69.4,"10,019",66.2,476,4.5,4.1 – 4.9
06,03,California,Women,"15,856","8,765",55.3,"8,321",52.5,444,5.1,4.7 – 5.5
06,04,California,White,"22,398","13,952",62.3,"13,291",59.3,661,4.7,4.4 – 5.0
06,05,California,"White, men","11,052","7,760",70.2,"7,414",67.1,346,4.5,4.1 – 4.9
06,06,California,"White, women","11,346","6,193",54.6,"5,877",51.8,316,5.1,4.6 – 5.6
06,07,California,Black or African American,"1,948","1,188",61.0,"1,107",56.8,81,6.8,5.5 – 8.1
06,08,California,"Black or African American, men",925,569,61.5,528,57.0,41,7.2,5.3 – 9.1
06,09,California,"Black or African American, women","1,022",619,60.6,579,56.6,40,6.5,4.7 – 8.3
06,10,California,Asian,"5,049","3,075",60.9,"2,962",58.7,113,3.7,3.2 – 4.2
06,11,California,"Asian, men","2,366","1,615",68.3,"1,557",65.8,58,3.6,2.9 – 4.3
06,12,California,"Asian, women","2,682","1,460",54.4,"1,406",52.4,55,3.8,3.0 – 4.6
06,13,California,Hispanic or Latino ethnicity,"10,904","7,117",65.3,"6,717",61.6,399,5.6,5.1 – 6.1
06,14,California,"Hispanic or Latino ethnicity, men","5,392","4,035",74.8,"3,839",71.2,196,4.9,4.3 – 5.5
06,15,California,"Hispanic or Latino ethnicity, women","5,512","3,081",55.9,"2,878",52.2,203,6.6,5.8 – 7.4
06,16,California,"Married men, spouse present","7,651","5,715",74.7,"5,572",72.8,143,2.5,2.1 – 2.9
06,17,California,"Married women, spouse present","7,524","4,123",54.8,"3,977",52.9,146,3.5,3.0 – 4.0
06,18,California,Women who maintain families,"1,762","1,164",66.1,"1,081",61.4,83,7.1,5.8 – 8.4
06,19,California,"Total, 16 to 19 years","2,039",561,27.5,462,22.7,99,17.7,14.6 – 20.8
06,20,California,"Total, 20 to 24 years","2,773","1,823",65.8,"1,682",60.7,142,7.8,6.7 – 8.9
06,21,California,"Total, 25 to 34 years","5,668","4,558",80.4,"4,334",76.5,225,4.9,4.3 – 5.5
06,22,California,"Total, 35 to 44 years","5,223","4,195",80.3,"4,042",77.4,153,3.6,3.1 – 4.1
06,23,California,"Total, 45 to 54 years","5,123","4,044",78.9,"3,908",76.3,136,3.4,2.9 – 3.9
06,24,California,"Total, 55 to 64 years","4,776","3,025",63.3,"2,905",60.8,120,4.0,3.4 – 4.6
06,25,California,"Total, 65 years and over","5,388","1,053",19.5,"1,008",18.7,46,4.3,3.2 – 5.4
06,26,California,"Men, 16 to 19 years","1,042",282,27.1,226,21.7,55,19.7,15.1 – 24.3
06,27,California,"Men, 20 to 24 years","1,383",952,68.8,868,62.7,84,8.8,7.1 – 10.5
06,28,California,"Men, 25 to 34 years","2,858","2,480",86.8,"2,364",82.7,116,4.7,3.9 – 5.5
06,29,California,"Men, 35 to 44 years","2,613","2,363",90.5,"2,293",87.8,70,3.0,2.4 – 3.6
06,30,California,"Men, 45 to 54 years","2,491","2,170",87.1,"2,106",84.5,63,2.9,2.3 – 3.5
06,31,California,"Men, 55 to 64 years","2,312","1,639",70.9,"1,582",68.4,56,3.4,2.6 – 4.2
06,32,California,"Men, 65 years and over","2,434",610,25.1,579,23.8,31,5.0,3.4 – 6.6
06,33,California,"Women, 16 to 19 years",997,280,28.0,236,23.6,44,15.7,11.6 – 19.8
06,34,California,"Women, 20 to 24 years","1,390",872,62.7,814,58.6,57,6.6,5.1 – 8.1
06,35,California,"Women, 25 to 34 years","2,810","2,078",74.0,"1,970",70.1,109,5.2,4.3 – 6.1
06,36,California,"Women, 35 to 44 years","2,610","1,831",70.2,"1,749",67.0,83,4.5,3.6 – 5.4
06,37,California,"Women, 45 to 54 years","2,632","1,874",71.2,"1,801",68.4,73,3.9,3.1 – 4.7
06,38,California,"Women, 55 to 64 years","2,464","1,387",56.3,"1,323",53.7,64,4.6,3.6 – 5.6
06,39,California,"Women, 65 years and over","2,954",443,15.0,428,14.5,15,3.4,1.9 – 4.9
06,40,California,"White, 16 to 19 years","1,456",427,29.3,353,24.2,74,17.4,13.9 – 20.9
06,41,California,"White, 20 to 24 years","1,935","1,326",68.5,"1,226",63.4,100,7.5,6.2 – 8.8
06,42,California,"White, 25 to 34 years","4,005","3,238",80.9,"3,075",76.8,163,5.0,4.3 – 5.7
06,43,California,"White, 35 to 44 years","3,718","2,986",80.3,"2,886",77.6,100,3.3,2.7 – 3.9
06,44,California,"White, 45 to 54 years","3,703","2,931",79.2,"2,827",76.4,103,3.5,2.9 – 4.1
06,45,California,"White, 55 to 64 years","3,510","2,232",63.6,"2,146",61.1,86,3.9,3.2 – 4.6
06,46,California,"White, 65 years and over","4,071",812,19.9,777,19.1,35,4.3,3.0 – 5.6
06,48,California,"Black or African American, 20 to 24 years",182,122,67.1,111,61.0,11,9.2,4.4 – 14.0
06,49,California,"Black or African American, 25 to 34 years",386,317,82.0,293,76.0,23,7.3,4.7 – 9.9
06,50,California,"Black or African American, 35 to 44 years",322,257,80.0,239,74.3,18,7.2,4.3 – 10.1
06,51,California,"Black or African American, 45 to 54 years",315,224,71.4,216,68.8,8,3.6,1.4 – 5.8
06,52,California,"Black or African American, 55 to 64 years",329,186,56.5,175,53.1,11,6.1,3.0 – 9.2
06,55,California,"Asian, 20 to 24 years",453,229,50.5,211,46.6,18,7.9,5.1 – 10.7
06,56,California,"Asian, 25 to 34 years",949,730,76.9,707,74.5,23,3.2,2.2 – 4.2
06,57,California,"Asian, 35 to 44 years",868,700,80.6,680,78.3,20,2.9,1.9 – 3.9
06,58,California,"Asian, 45 to 54 years",884,710,80.3,692,78.3,18,2.5,1.6 – 3.4
06,59,California,"Asian, 55 to 64 years",739,495,67.0,478,64.7,17,3.5,2.2 – 4.8
06,60,California,"Asian, 65 years and over",890,161,18.1,152,17.1,9,5.6,2.8 – 8.4
06,61,California,"Hispanic or Latino ethnicity, 16 to 19 years",979,277,28.3,226,23.0,52,18.6,14.1 – 23.1
06,62,California,"Hispanic or Latino ethnicity, 20 to 24 years","1,294",906,70.1,837,64.7,69,7.7,6.1 – 9.3
06,63,California,"Hispanic or Latino ethnicity, 25 to 34 years","2,342","1,851",79.0,"1,741",74.3,110,6.0,5.0 – 7.0
06,64,California,"Hispanic or Latino ethnicity, 35 to 44 years","2,114","1,662",78.6,"1,590",75.2,71,4.3,3.4 – 5.2
06,65,California,"Hispanic or Latino ethnicity, 45 to 54 years","1,843","1,410",76.5,"1,357",73.7,52,3.7,2.8 – 4.6
06,66,California,"Hispanic or Latino ethnicity, 55 to 64 years","1,307",812,62.1,777,59.4,35,4.3,3.0 – 5.6
06,67,California,"Hispanic or Latino ethnicity, 65 years and over","1,026",199,19.4,189,18.5,9,4.7,2.0 – 7.4
08,01,Colorado,Total,"4,392","3,009",68.5,"2,922",66.5,88,2.9,2.4 – 3.4
08,02,Colorado,Men,"2,176","1,641",75.4,"1,589",73.0,52,3.1,2.4 – 3.8
08,03,Colorado,Women,"2,216","1,369",61.8,"1,333",60.2,36,2.6,1.9 – 3.3
08,04,Colorado,White,"3,909","2,663",68.1,"2,592",66.3,70,2.6,2.1 – 3.1
08,05,Colorado,"White, men","1,939","1,450",74.8,"1,408",72.6,42,2.9,2.1 – 3.7
08,06,Colorado,"White, women","1,970","1,212",61.5,"1,184",60.1,28,2.3,1.6 – 3.0
08,13,Colorado,Hispanic or Latino ethnicity,876,586,66.9,567,64.7,20,3.4,2.1 – 4.7
08,14,Colorado,"Hispanic or Latino ethnicity, men",430,327,75.9,315,73.2,11,3.5,1.7 – 5.3
08,15,Colorado,"Hispanic or Latino ethnicity, women",446,260,58.2,251,56.4,8,3.2,1.3 – 5.1
08,16,Colorado,"Married men, spouse present","1,145",870,76.0,853,74.5,17,1.9,1.1 – 2.7
08,17,Colorado,"Married women, spouse present","1,106",677,61.2,664,60.1,13,1.9,1.0 – 2.8
08,18,Colorado,Women who maintain families,225,163,72.6,158,70.2,5,3.3,0.9 – 5.7
08,20,Colorado,"Total, 20 to 24 years",375,301,80.2,283,75.5,17,5.8,3.4 – 8.2
08,21,Colorado,"Total, 25 to 34 years",877,769,87.7,748,85.3,21,2.8,1.8 – 3.8
08,22,Colorado,"Total, 35 to 44 years",738,633,85.8,617,83.6,16,2.5,1.4 – 3.6
08,23,Colorado,"Total, 45 to 54 years",691,578,83.7,567,82.1,11,1.9,0.9 – 2.9
08,24,Colorado,"Total, 55 to 64 years",693,458,66.1,449,64.7,10,2.1,1.0 – 3.2
08,25,Colorado,"Total, 65 years and over",777,180,23.2,176,22.6,4,2.4,0.4 – 4.4
08,27,Colorado,"Men, 20 to 24 years",182,157,86.3,144,79.5,12,8.0,4.2 – 11.8
08,28,Colorado,"Men, 25 to 34 years",479,443,92.5,431,89.9,12,2.8,1.4 – 4.2
08,29,Colorado,"Men, 35 to 44 years",363,343,94.5,336,92.7,7,1.9,0.6 – 3.2
08,30,Colorado,"Men, 45 to 54 years",344,316,91.8,311,90.3,5,1.7,0.5 – 2.9
08,31,Colorado,"Men, 55 to 64 years",342,243,71.1,236,69.0,7,2.9,1.0 – 4.8
08,34,Colorado,"Women, 20 to 24 years",194,144,74.3,139,71.9,5,3.3,0.7 – 5.9
08,35,Colorado,"Women, 25 to 34 years",398,326,81.9,317,79.6,9,2.8,1.2 – 4.4
08,36,Colorado,"Women, 35 to 44 years",376,291,77.3,281,74.8,9,3.2,1.4 – 5.0
08,37,Colorado,"Women, 45 to 54 years",346,262,75.6,256,74.0,6,2.2,0.6 – 3.8
08,38,Colorado,"Women, 55 to 64 years",351,215,61.4,212,60.6,3,1.3,(2)-
08,41,Colorado,"White, 20 to 24 years",331,265,80.1,250,75.5,15,5.7,3.2 – 8.2
08,42,Colorado,"White, 25 to 34 years",737,645,87.6,630,85.6,15,2.3,1.3 – 3.3
08,43,Colorado,"White, 35 to 44 years",638,552,86.6,540,84.6,13,2.3,1.2 – 3.4
08,44,Colorado,"White, 45 to 54 years",629,527,83.7,516,82.0,11,2.0,1.0 – 3.0
08,45,Colorado,"White, 55 to 64 years",621,421,67.9,415,66.9,6,1.4,0.4 – 2.4
08,46,Colorado,"White, 65 years and over",736,172,23.3,168,22.8,4,2.5,0.4 – 4.6
08,63,Colorado,"Hispanic or Latino ethnicity, 25 to 34 years",213,177,83.2,169,79.6,8,4.4,1.7 – 7.1
09,01,Connecticut,Total,"2,890","1,924",66.6,"1,831",63.3,94,4.9,4.1 – 5.7
09,02,Connecticut,Men,"1,390",997,71.7,945,68.0,51,5.2,4.1 – 6.3
09,03,Connecticut,Women,"1,500",928,61.9,885,59.0,42,4.6,3.5 – 5.7
09,04,Connecticut,White,"2,412","1,615",67.0,"1,537",63.7,78,4.8,4.0 – 5.6
09,05,Connecticut,"White, men","1,175",843,71.8,799,68.0,45,5.3,4.1 – 6.5
