"State 
FIPS 
code","Group 
code",State,Population group,Civilian non-institutional population,Civilian labor force total,Civilian labor force percent,Employed total,Employed Percent of population,Unemployed total,Rate,Error range of rate(1),,
01,20,Alabama,"Total, 20 to 24 years",339    ,236    ,69.5    ,215    ,63.3    ,21    ,8.9    ,6.5 – 11.3,,
01,21,Alabama,"Total, 25 to 34 years",609    ,497    ,81.6    ,475    ,77.9    ,22    ,4.5    ,3.3 – 5.7,,
01,22,Alabama,"Total, 35 to 44 years",587    ,485    ,82.6    ,474    ,80.6    ,11    ,2.3    ,1.4 – 3.2,,
01,23,Alabama,"Total, 45 to 54 years",650    ,486    ,74.7    ,475    ,73.0    ,11    ,2.3    ,1.4 – 3.2,,
01,24,Alabama,"Total, 55 to 64 years",545    ,312    ,57.3    ,306    ,56.2    ,6    ,1.9    ,0.9 – 2.9,,
01,25,Alabama,"Total, 65 years and over",591    ,82    ,13.9    ,81    ,13.8    ,1    ,0.9    ,( 2 ) – ( 2 ),,
01,27,Alabama,"Men, 20 to 24 years",153    ,115    ,75.1    ,103    ,67.6    ,11    ,10.0    ,6.5 – 13.5,,
01,28,Alabama,"Men, 25 to 34 years",315    ,284    ,89.9    ,271    ,85.8    ,13    ,4.6    ,3 – 6.2,,
01,29,Alabama,"Men, 35 to 44 years",294    ,267    ,90.7    ,262    ,89.1    ,5    ,1.8    ,0.7 – 2.9,,
01,30,Alabama,"Men, 45 to 54 years",299    ,243    ,81.3    ,236    ,79.0    ,7    ,2.8    ,1.4 – 4.2,,
01,31,Alabama,"Men, 55 to 64 years",253    ,157    ,62.0    ,152    ,60.0    ,5    ,3.2    ,1.3 – 5.1,,
01,34,Alabama,"Women, 20 to 24 years",186    ,121    ,64.9    ,111    ,59.8    ,9    ,7.8    ,4.7 – 10.9,,
01,35,Alabama,"Women, 25 to 34 years",293    ,213    ,72.6    ,204    ,69.5    ,9    ,4.3    ,2.5 – 6.1,,
01,36,Alabama,"Women, 35 to 44 years",293    ,218    ,74.4    ,212    ,72.2    ,6    ,3.0    ,1.4 – 4.6,,
01,37,Alabama,"Women, 45 to 54 years",351    ,243    ,69.1    ,238    ,67.8    ,4    ,1.9    ,0.7 – 3.1,,
01,38,Alabama,"Women, 55 to 64 years",292    ,155    ,53.2    ,154    ,52.9    ,1    ,0.6    ,( 2 ) – ( 2 ),,
01,40,Alabama,"White, 16 to 19 years",159    ,56    ,35.2    ,48    ,30.1    ,8    ,14.4    ,8.9 – 19.9,,
01,41,Alabama,"White, 20 to 24 years",218    ,155    ,71.1    ,143    ,65.5    ,12    ,7.9    ,5.1 – 10.7,,
01,42,Alabama,"White, 25 to 34 years",434    ,360    ,83.0    ,348    ,80.3    ,12    ,3.3    ,2 – 4.6,,
01,43,Alabama,"White, 35 to 44 years",415    ,342    ,82.5    ,337    ,81.2    ,5    ,1.6    ,0.7 – 2.5,,
01,44,Alabama,"White, 45 to 54 years",469    ,357    ,76.1    ,351    ,74.9    ,6    ,1.6    ,0.7 – 2.5,,
01,45,Alabama,"White, 55 to 64 years",426    ,257    ,60.3    ,252    ,59.2    ,5    ,1.8    ,0.7 – 2.9,,
01,46,Alabama,"White, 65 years and over",472    ,68    ,14.4    ,67    ,14.3    ,1    ,0.8    ,( 2 ) – ( 2 ),,
01,48,Alabama,"Black or African American, 20 to 24 years",106    ,67    ,63.3    ,60    ,56.1    ,8    ,11.4    ,8.3 – 14.5,,
01,49,Alabama,"Black or African American, 25 to 34 years",158    ,125    ,79.0    ,115    ,72.7    ,10    ,7.9    ,5.2 – 10.6,,
01,50,Alabama,"Black or African American, 35 to 44 years",152    ,125    ,82.3    ,120    ,78.4    ,6    ,4.7    ,2.2 – 7.2,,
01,51,Alabama,"Black or African American, 45 to 54 years",166    ,121    ,72.6    ,116    ,69.6    ,5    ,4.2    ,1.8 – 6.6,,
02,01,Alaska,Total,499    ,352    ,70.4    ,330    ,66.1    ,22    ,6.2    ,5.2 – 7.2,,
02,02,Alaska,Men,250    ,187    ,75.0    ,174    ,69.8    ,13    ,7.0    ,5.6 – 8.4,,
02,03,Alaska,Women,250    ,164    ,65.8    ,156    ,62.3    ,9    ,5.2    ,3.9 – 6.5,,
02,04,Alaska,White,380    ,273    ,71.7    ,259    ,68.2    ,14    ,5.0    ,4 – 6,,
02,05,Alaska,"White, men",194    ,148    ,76.5    ,140    ,72.3    ,8    ,5.4    ,4 – 6.8,,
02,06,Alaska,"White, women",186    ,125    ,66.8    ,119    ,63.8    ,6    ,4.4    ,3 – 5.8,,
02,07,Alaska,Black or African American,15    ,12    ,76.7    ,11    ,69.6    ,1    ,9.3    ,5.7 – 12.9,,
02,08,Alaska,"Black or African American, men",7    ,6    ,80.7    ,5    ,71.7    ,1    ,11.1    ,5.9 – 16.3,,
02,09,Alaska,"Black or African American, women",8    ,6    ,73.2    ,6    ,67.7    ,( 3 ),7.6    ,3.1 – 12.1,,
02,10,Alaska,Asian,26    ,18    ,68.5    ,17    ,66.3    ,1    ,3.2    ,1.3 – 5.1,,
02,11,Alaska,"Asian, men",10    ,8    ,78.2    ,8    ,74.5    ,( 3 ),4.7    ,1.5 – 7.9,,
02,12,Alaska,"Asian, women",16    ,10    ,62.1    ,10    ,61.0    ,( 3 ),1.9    ,( 2 ) – ( 2 ),,
02,13,Alaska,Hispanic or Latino ethnicity,19    ,15    ,75.2    ,13    ,68.3    ,1    ,9.2    ,1.4 – 17,,
02,14,Alaska,"Hispanic or Latino ethnicity, men",9    ,7    ,77.9    ,6    ,68.8    ,1    ,11.7    ,( 2 ) – ( 2 ),,
02,15,Alaska,"Hispanic or Latino ethnicity, women",11    ,8    ,73.2    ,7    ,68.0    ,1    ,7.1    ,( 2 ) – ( 2 ),,
02,16,Alaska,"Married men, spouse present",130    ,105    ,80.7    ,101    ,77.5    ,4    ,4.0    ,2.6 – 5.4,,
02,17,Alaska,"Married women, spouse present",136    ,89    ,65.3    ,85    ,62.7    ,3    ,3.9    ,2.4 – 5.4,,
02,18,Alaska,Women who maintain families,27    ,20    ,73.6    ,19    ,69.8    ,1    ,5.2    ,1.5 – 8.9,,
02,19,Alaska,"Total, 16 to 19 years",42    ,19    ,45.6    ,16    ,37.2    ,4    ,18.5    ,12.3 – 24.7,,
02,20,Alaska,"Total, 20 to 24 years",46    ,35    ,75.8    ,32    ,68.5    ,3    ,9.7    ,6.1 – 13.3,,
02,21,Alaska,"Total, 25 to 34 years",87    ,71    ,81.8    ,66    ,76.6    ,5    ,6.4    ,4.2 – 8.6,,
02,22,Alaska,"Total, 35 to 44 years",97    ,82    ,84.7    ,78    ,80.7    ,4    ,4.8    ,3 – 6.6,,
02,23,Alaska,"Total, 45 to 54 years",106    ,87    ,81.7    ,83    ,78.3    ,4    ,4.2    ,2.6 – 5.8,,
02,24,Alaska,"Total, 55 to 64 years",72    ,47    ,64.9    ,44    ,61.6    ,2    ,5.1    ,2.7 – 7.5,,
02,25,Alaska,"Total, 65 years and over",49    ,11    ,21.7    ,10    ,21.1    ,( 3 ),2.8    ,( 2 ) – ( 2 ),,
02,26,Alaska,"Men, 16 to 19 years",22    ,10    ,43.7    ,7    ,33.9    ,2    ,22.3    ,13.2 – 31.4,,
02,27,Alaska,"Men, 20 to 24 years",23    ,18    ,79.6    ,16    ,70.3    ,2    ,11.7    ,6.3 – 17.1,,
02,28,Alaska,"Men, 25 to 34 years",43    ,38    ,88.5    ,35    ,81.9    ,3    ,7.5    ,4.4 – 10.6,,
02,29,Alaska,"Men, 35 to 44 years",46    ,43    ,92.9    ,41    ,87.9    ,2    ,5.4    ,2.8 – 8,,
02,30,Alaska,"Men, 45 to 54 years",53    ,46    ,86.1    ,44    ,82.6    ,2    ,4.1    ,1.9 – 6.3,,
02,31,Alaska,"Men, 55 to 64 years",38    ,26    ,69.4    ,25    ,65.4    ,2    ,5.8    ,2.4 – 9.2,,
02,32,Alaska,"Men, 65 years and over",24    ,6    ,25.4    ,6    ,24.5    ,( 3 ),3.8    ,( 2 ) – ( 2 ),,
02,33,Alaska,"Women, 16 to 19 years",20    ,9    ,47.7    ,8    ,40.8    ,1    ,14.5    ,6.4 – 22.6,,
02,34,Alaska,"Women, 20 to 24 years",23    ,17    ,72.1    ,16    ,66.7    ,1    ,7.5    ,2.8 – 12.2,,
02,35,Alaska,"Women, 25 to 34 years",44    ,33    ,75.1    ,31    ,71.3    ,2    ,5.1    ,2.2 – 8,,
02,36,Alaska,"Women, 35 to 44 years",50    ,39    ,77.1    ,37    ,73.9    ,2    ,4.2    ,1.8 – 6.6,,
02,37,Alaska,"Women, 45 to 54 years",54    ,41    ,77.4    ,40    ,74.1    ,2    ,4.3    ,2 – 6.6,,
02,38,Alaska,"Women, 55 to 64 years",34    ,20    ,60.0    ,20    ,57.5    ,1    ,4.2    ,0.9 – 7.5,,
02,39,Alaska,"Women, 65 years and over",25    ,5    ,18.1    ,4    ,17.9    ,( 3 ),1.4    ,( 2 ) – ( 2 ),,
02,40,Alaska,"White, 16 to 19 years",29    ,14    ,46.2    ,11    ,39.0    ,2    ,15.6    ,8.7 – 22.5,,
02,41,Alaska,"White, 20 to 24 years",31    ,24    ,78.0    ,22    ,70.8    ,2    ,9.2    ,4.9 – 13.5,,
02,42,Alaska,"White, 25 to 34 years",63    ,52    ,82.6    ,50    ,78.8    ,2    ,4.5    ,2.4 – 6.6,,
02,43,Alaska,"White, 35 to 44 years",75    ,63    ,84.9    ,61    ,81.3    ,3    ,4.3    ,2.4 – 6.2,,
02,44,Alaska,"White, 45 to 54 years",85    ,72    ,84.7    ,70    ,82.1    ,2    ,3.1    ,1.6 – 4.6,,
02,45,Alaska,"White, 55 to 64 years",57    ,38    ,67.3    ,37    ,64.4    ,2    ,4.3    ,1.9 – 6.7,,
02,46,Alaska,"White, 65 years and over",40    ,9    ,22.9    ,9    ,22.2    ,( 3 ),2.9    ,( 2 ) – ( 2 ),,
02,56,Alaska,"Asian, 25 to 34 years",6    ,4    ,78.9    ,4    ,76.2    ,( 3 ),3.4    ,( 2 ) – ( 2 ),,
02,57,Alaska,"Asian, 35 to 44 years",5    ,4    ,86.2    ,4    ,84.9    ,( 3 ),1.5    ,( 2 ) – ( 2 ),,
02,64,Alaska,"Hispanic or Latino ethnicity, 35 to 44 years",5    ,5    ,87.8    ,4    ,85.0    ,( 3 ),3.2    ,( 2 ) – ( 2 ),,
04,01,Arizona,Total,"4,760    ","3,041    ",63.9    ,"2,924    ",61.4    ,118    ,3.9    ,3.4 – 4.4,,
04,02,Arizona,Men,"2,343    ","1,700    ",72.6    ,"1,636    ",69.8    ,64    ,3.8    ,3.1 – 4.5,,
04,03,Arizona,Women,"2,416    ","1,341    ",55.5    ,"1,287    ",53.3    ,54    ,4.0    ,3.2 – 4.8,,
04,04,Arizona,White,"4,229    ","2,722    ",64.4    ,"2,627    ",62.1    ,95    ,3.5    ,3 – 4,,
04,05,Arizona,"White, men","2,090    ","1,527    ",73.0    ,"1,473    ",70.5    ,54    ,3.5    ,2.8 – 4.2,,
04,06,Arizona,"White, women","2,139    ","1,195    ",55.9    ,"1,154    ",53.9    ,41    ,3.5    ,2.7 – 4.3,,
04,07,Arizona,Black or African American,175    ,110    ,63.2    ,104    ,59.3    ,7    ,6.1    ,3 – 9.2,,
04,13,Arizona,Hispanic or Latino ethnicity,"1,328    ",862    ,64.9    ,821    ,61.8    ,41    ,4.8    ,3.8 – 5.8,,
04,14,Arizona,"Hispanic or Latino ethnicity, men",682    ,529    ,77.5    ,504    ,73.9    ,24    ,4.6    ,3.3 – 5.9,,
04,15,Arizona,"Hispanic or Latino ethnicity, women",646    ,334    ,51.6    ,317    ,49.0    ,17    ,5.1    ,3.5 – 6.7,,
04,16,Arizona,"Married men, spouse present","1,242    ",921    ,74.1    ,899    ,72.4    ,22    ,2.4    ,1.7 – 3.1,,
04,17,Arizona,"Married women, spouse present","1,229    ",669    ,54.4    ,655    ,53.3    ,14    ,2.0    ,1.2 – 2.8,,
04,18,Arizona,Women who maintain families,293    ,196    ,66.7    ,187    ,63.7    ,9    ,4.5    ,2.4 – 6.6,,
04,19,Arizona,"Total, 16 to 19 years",352    ,137    ,39.0    ,118    ,33.5    ,19    ,14.1    ,10.4 – 17.8,,
04,20,Arizona,"Total, 20 to 24 years",431    ,314    ,72.8    ,293    ,67.9    ,21    ,6.6    ,4.7 – 8.5,,
04,21,Arizona,"Total, 25 to 34 years",876    ,714    ,81.5    ,684    ,78.1    ,30    ,4.2    ,3.1 – 5.3,,
04,22,Arizona,"Total, 35 to 44 years",851    ,690    ,81.0    ,670    ,78.8    ,19    ,2.8    ,1.9 – 3.7,,
04,23,Arizona,"Total, 45 to 54 years",881    ,695    ,78.9    ,684    ,77.6    ,11    ,1.6    ,0.9 – 2.3,,
04,24,Arizona,"Total, 55 to 64 years",645    ,375    ,58.1    ,363    ,56.3    ,12    ,3.2    ,1.9 – 4.5,,
04,25,Arizona,"Total, 65 years and over",723    ,117    ,16.1    ,112    ,15.4    ,5    ,4.2    ,1.6 – 6.8,,
04,26,Arizona,"Men, 16 to 19 years",172    ,73    ,42.6    ,65    ,37.6    ,9    ,11.8    ,6.9 – 16.7,,
04,27,Arizona,"Men, 20 to 24 years",209    ,167    ,80.0    ,156    ,74.7    ,11    ,6.6    ,4 – 9.2,,
04,28,Arizona,"Men, 25 to 34 years",468    ,431    ,92.0    ,413    ,88.2    ,18    ,4.2    ,2.8 – 5.6,,
04,29,Arizona,"Men, 35 to 44 years",432    ,392    ,90.7    ,382    ,88.4    ,10    ,2.5    ,1.4 – 3.6,,
04,30,Arizona,"Men, 45 to 54 years",416    ,367    ,88.1    ,361    ,86.7    ,6    ,1.6    ,0.7 – 2.5,,
04,31,Arizona,"Men, 55 to 64 years",313    ,204    ,65.3    ,197    ,62.8    ,8    ,3.8    ,1.9 – 5.7,,
04,32,Arizona,"Men, 65 years and over",333    ,67    ,20.0    ,63    ,19.0    ,3    ,4.9    ,1.2 – 8.6,,
04,33,Arizona,"Women, 16 to 19 years",180    ,64    ,35.6    ,53    ,29.6    ,11    ,16.7    ,11.1 – 22.3,,
04,34,Arizona,"Women, 20 to 24 years",222    ,147    ,66.0    ,137    ,61.6    ,10    ,6.7    ,3.9 – 9.5,,
04,35,Arizona,"Women, 25 to 34 years",408    ,283    ,69.4    ,271    ,66.5    ,12    ,4.2    ,2.5 – 5.9,,
04,36,Arizona,"Women, 35 to 44 years",419    ,298    ,71.1    ,288    ,68.8    ,10    ,3.3    ,1.8 – 4.8,,
04,37,Arizona,"Women, 45 to 54 years",465    ,329    ,70.6    ,323    ,69.5    ,5    ,1.6    ,0.6 – 2.6,,
04,38,Arizona,"Women, 55 to 64 years",332    ,171    ,51.4    ,166    ,50.1    ,4    ,2.6    ,0.9 – 4.3,,
04,40,Arizona,"White, 16 to 19 years",309    ,121    ,39.2    ,105    ,33.9    ,16    ,13.6    ,9.7 – 17.5,,
04,41,Arizona,"White, 20 to 24 years",370    ,277    ,74.8    ,263    ,70.9    ,14    ,5.2    ,3.3 – 7.1,,
04,42,Arizona,"White, 25 to 34 years",766    ,629    ,82.2    ,605    ,79.1    ,24    ,3.8    ,2.7 – 4.9,,
04,43,Arizona,"White, 35 to 44 years",746    ,608    ,81.4    ,592    ,79.3    ,16    ,2.6    ,1.7 – 3.5,,
04,44,Arizona,"White, 45 to 54 years",810    ,649    ,80.1    ,638    ,78.8    ,11    ,1.6    ,0.9 – 2.3,,
04,45,Arizona,"White, 55 to 64 years",567    ,333    ,58.7    ,323    ,56.9    ,10    ,3.1    ,1.7 – 4.5,,
04,46,Arizona,"White, 65 years and over",661    ,106    ,16.0    ,102    ,15.4    ,4    ,3.4    ,0.9 – 5.9,,
04,62,Arizona,"Hispanic or Latino ethnicity, 20 to 24 years",171    ,121    ,70.7    ,112    ,65.7    ,9    ,7.1    ,4.1 – 10.1,,
04,63,Arizona,"Hispanic or Latino ethnicity, 25 to 34 years",318    ,251    ,79.1    ,241    ,76.0    ,10    ,4.0    ,2.3 – 5.7,,
04,64,Arizona,"Hispanic or Latino ethnicity, 35 to 44 years",264    ,207    ,78.4    ,200    ,75.8    ,7    ,3.4    ,1.6 – 5.2,,
04,65,Arizona,"Hispanic or Latino ethnicity, 45 to 54 years",213    ,163    ,76.5    ,159    ,74.3    ,5    ,2.9    ,1.1 – 4.7,,
04,66,Arizona,"Hispanic or Latino ethnicity, 55 to 64 years",124    ,66    ,53.0    ,63    ,50.8    ,3    ,4.0    ,0.7 – 7.3,,
05,01,Arkansas,Total,"2,163    ","1,368    ",63.3    ,"1,292    ",59.7    ,77    ,5.6    ,4.9 – 6.3,,
05,02,Arkansas,Men,"1,042    ",731    ,70.2    ,690    ,66.2    ,41    ,5.6    ,4.6 – 6.6,,
05,03,Arkansas,Women,"1,121    ",637    ,56.8    ,602    ,53.7    ,36    ,5.6    ,4.6 – 6.6,,
05,04,Arkansas,White,"1,779    ","1,146    ",64.4    ,"1,090    ",61.3    ,56    ,4.9    ,4.2 – 5.6,,
05,05,Arkansas,"White, men",865    ,620    ,71.7    ,589    ,68.1    ,31    ,5.0    ,4 – 6,,
05,06,Arkansas,"White, women",914    ,527    ,57.6    ,501    ,54.8    ,25    ,4.8    ,3.7 – 5.9,,
05,07,Arkansas,Black or African American,308    ,176    ,57.2    ,157    ,50.8    ,20    ,11.2    ,8.6 – 13.8,,
05,08,Arkansas,"Black or African American, men",137    ,83    ,60.7    ,73    ,53.4    ,10    ,12.0    ,9 – 15,,
05,09,Arkansas,"Black or African American, women",171    ,93    ,54.3    ,83    ,48.7    ,10    ,10.5    ,7.5 – 13.5,,
05,13,Arkansas,Hispanic or Latino ethnicity,96    ,75    ,77.8    ,69    ,72.4    ,5    ,6.9    ,3.6 – 10.2,,
05,14,Arkansas,"Hispanic or Latino ethnicity, men",56    ,49    ,87.4    ,46    ,83.0    ,2    ,5.0    ,1.6 – 8.4,,
05,16,Arkansas,"Married men, spouse present",605    ,441    ,72.9    ,428    ,70.8    ,13    ,3.0    ,2.1 – 3.9,,
05,17,Arkansas,"Married women, spouse present",588    ,343    ,58.4    ,331    ,56.4    ,12    ,3.5    ,2.4 – 4.6,,
05,18,Arkansas,Women who maintain families,148    ,94    ,63.4    ,87    ,59.2    ,6    ,6.6    ,3.7 – 9.5,,
05,19,Arkansas,"Total, 16 to 19 years",152    ,66    ,43.6    ,55    ,36.3    ,11    ,16.8    ,11.9 – 21.7,,
05,20,Arkansas,"Total, 20 to 24 years",212    ,166    ,78.3    ,153    ,72.2    ,13    ,7.8    ,5.4 – 10.2,,
05,21,Arkansas,"Total, 25 to 34 years",355    ,299    ,84.2    ,279    ,78.6    ,20    ,6.7    ,5.1 – 8.3,,
05,22,Arkansas,"Total, 35 to 44 years",361    ,300    ,83.3    ,288    ,79.8    ,13    ,4.2    ,2.9 – 5.5,,
05,23,Arkansas,"Total, 45 to 54 years",379    ,286    ,75.3    ,277    ,72.9    ,9    ,3.1    ,1.9 – 4.3,,
05,24,Arkansas,"Total, 55 to 64 years",336    ,193    ,57.6    ,186    ,55.5    ,7    ,3.7    ,2.1 – 5.3,,
05,25,Arkansas,"Total, 65 years and over",368    ,58    ,15.7    ,54    ,14.6    ,4    ,6.9    ,3.1 – 10.7,,
05,26,Arkansas,"Men, 16 to 19 years",76    ,33    ,43.9    ,27    ,35.9    ,6    ,18.4    ,11.3 – 25.5,,
05,27,Arkansas,"Men, 20 to 24 years",104    ,90    ,87.1    ,85    ,82.0    ,5    ,5.8    ,3 – 8.6,,
05,28,Arkansas,"Men, 25 to 34 years",183    ,167    ,91.3    ,154    ,84.5    ,12    ,7.5    ,5.2 – 9.8,,
05,29,Arkansas,"Men, 35 to 44 years",175    ,156    ,89.5    ,151    ,86.2    ,6    ,3.7    ,2 – 5.4,,
05,30,Arkansas,"Men, 45 to 54 years",180    ,150    ,83.6    ,146    ,81.2    ,4    ,2.8    ,1.3 – 4.3,,
05,31,Arkansas,"Men, 55 to 64 years",163    ,103    ,63.3    ,98    ,60.0    ,5    ,5.1    ,2.6 – 7.6,,
05,32,Arkansas,"Men, 65 years and over",162    ,31    ,19.1    ,29    ,17.9    ,2    ,6.2    ,1.3 – 11.1,,
05,33,Arkansas,"Women, 16 to 19 years",77    ,33    ,43.2    ,28    ,36.7    ,5    ,15.1    ,8.4 – 21.8,,
05,34,Arkansas,"Women, 20 to 24 years",108    ,76    ,69.9    ,68    ,62.9    ,8    ,10.0    ,6.2 – 13.8,,
05,35,Arkansas,"Women, 25 to 34 years",172    ,132    ,76.6    ,124    ,72.3    ,7    ,5.7    ,3.4 – 8,,
05,36,Arkansas,"Women, 35 to 44 years",186    ,144    ,77.4    ,137    ,73.7    ,7    ,4.8    ,2.8 – 6.8,,
05,37,Arkansas,"Women, 45 to 54 years",199    ,135    ,67.9    ,131    ,65.5    ,5    ,3.5    ,1.7 – 5.3,,
05,38,Arkansas,"Women, 55 to 64 years",172    ,90    ,52.3    ,88    ,51.3    ,2    ,2.0    ,0.3 – 3.7,,
05,39,Arkansas,"Women, 65 years and over",206    ,27    ,13.0    ,25    ,12.0    ,2    ,7.7    ,1.9 – 13.5,,
05,40,Arkansas,"White, 16 to 19 years",117    ,56    ,48.0    ,49    ,41.7    ,7    ,13.1    ,8.2 – 18,,
05,41,Arkansas,"White, 20 to 24 years",166    ,132    ,79.4    ,122    ,73.6    ,10    ,7.3    ,4.7 – 9.9,,
05,42,Arkansas,"White, 25 to 34 years",280    ,241    ,86.1    ,226    ,80.8    ,15    ,6.1    ,4.3 – 7.9,,
05,43,Arkansas,"White, 35 to 44 years",290    ,248    ,85.4    ,240    ,82.8    ,8    ,3.1    ,1.8 – 4.4,,
05,44,Arkansas,"White, 45 to 54 years",310    ,242    ,78.1    ,234    ,75.7    ,8    ,3.1    ,1.8 – 4.4,,
05,45,Arkansas,"White, 55 to 64 years",293    ,176    ,60.1    ,170    ,57.9    ,6    ,3.5    ,1.9 – 5.1,,
05,46,Arkansas,"White, 65 years and over",323    ,51    ,15.9    ,48    ,15.0    ,3    ,5.6    ,1.9 – 9.3,,
05,48,Arkansas,"Black or African American, 20 to 24 years",36    ,27    ,75.9    ,24    ,66.6    ,3    ,12.2    ,8.2 – 16.2,,
05,49,Arkansas,"Black or African American, 25 to 34 years",57    ,43    ,75.5    ,38    ,66.4    ,5    ,12.1    ,8.6 – 15.6,,
05,50,Arkansas,"Black or African American, 35 to 44 years",57    ,44    ,76.1    ,39    ,67.8    ,5    ,11.0    ,7.2 – 14.8,,
05,51,Arkansas,"Black or African American, 45 to 54 years",56    ,35    ,61.6    ,33    ,59.2    ,1    ,3.8    ,( 2 ) – ( 2 ),,
06,01,California,Total,"27,699    ","18,169    ",65.6    ,"17,198    ",62.1    ,971    ,5.3    ,5.1 – 5.5,,
06,02,California,Men,"13,617    ","10,113    ",74.3    ,"9,560    ",70.2    ,554    ,5.5    ,5.2 – 5.8,,
06,03,California,Women,"14,082    ","8,056    ",57.2    ,"7,639    ",54.2    ,417    ,5.2    ,4.9 – 5.5,,
06,04,California,White,"21,323    ","14,114    ",66.2    ,"13,391    ",62.8    ,723    ,5.1    ,4.8 – 5.4,,
06,05,California,"White, men","10,598    ","8,022    ",75.7    ,"7,612    ",71.8    ,410    ,5.1    ,4.8 – 5.4,,
06,06,California,"White, women","10,725    ","6,092    ",56.8    ,"5,779    ",53.9    ,313    ,5.1    ,4.7 – 5.5,,
06,07,California,Black or African American,"1,751    ","1,066    ",60.9    ,963    ,55.0    ,103    ,9.6    ,8.4 – 10.8,,
06,08,California,"Black or African American, men",814    ,532    ,65.4    ,473    ,58.1    ,59    ,11.2    ,9.4 – 13,,
06,09,California,"Black or African American, women",937    ,533    ,56.9    ,490    ,52.3    ,43    ,8.1    ,6.6 – 9.6,,
06,10,California,Asian,"3,638    ","2,326    ",63.9    ,"2,230    ",61.3    ,96    ,4.1    ,3.6 – 4.6,,
06,11,California,"Asian, men","1,702    ","1,185    ",69.6    ,"1,134    ",66.6    ,51    ,4.3    ,3.5 – 5.1,,
06,12,California,"Asian, women","1,935    ","1,141    ",59.0    ,"1,096    ",56.6    ,46    ,4.0    ,3.2 – 4.8,,
06,13,California,Hispanic or Latino ethnicity,"8,948    ","6,183    ",69.1    ,"5,787    ",64.7    ,396    ,6.4    ,6 – 6.8,,
06,14,California,"Hispanic or Latino ethnicity, men","4,590    ","3,711    ",80.9    ,"3,483    ",75.9    ,229    ,6.2    ,5.7 – 6.7,,
06,15,California,"Hispanic or Latino ethnicity, women","4,359    ","2,472    ",56.7    ,"2,305    ",52.9    ,167    ,6.8    ,6.1 – 7.5,,
06,16,California,"Married men, spouse present","7,195    ","5,637    ",78.4    ,"5,463    ",75.9    ,175    ,3.1    ,2.8 – 3.4,,
06,17,California,"Married women, spouse present","6,869    ","3,947    ",57.5    ,"3,793    ",55.2    ,154    ,3.9    ,3.5 – 4.3,,
06,18,California,Women who maintain families,"1,626    ","1,112    ",68.4    ,"1,044    ",64.2    ,68    ,6.1    ,5.1 – 7.1,,
06,19,California,"Total, 16 to 19 years","2,136    ",772    ,36.1    ,633    ,29.6    ,139    ,18.0    ,16.2 – 19.8,,
06,20,California,"Total, 20 to 24 years","2,523    ","1,832    ",72.6    ,"1,670    ",66.2    ,162    ,8.9    ,8 – 9.8,,
06,21,California,"Total, 25 to 34 years","5,175    ","4,228    ",81.7    ,"4,003    ",77.4    ,225    ,5.3    ,4.8 – 5.8,,
06,22,California,"Total, 35 to 44 years","5,455    ","4,445    ",81.5    ,"4,272    ",78.3    ,173    ,3.9    ,3.5 – 4.3,,
