"State 
FIPS 
code","Group 
code",State,Population group,Civilian non-institutional population,Civilian labor force total,Civilian labor force percent,Employed total,Employed Percent of population,Unemployed total,Rate,Error range of rate(1),,
01,25,Alabama,"Total, 65 years and over",658    ,94    ,14.3    ,92    ,14.0    ,2    ,2.2    ,0.1 – 4.3,,
01,26,Alabama,"Men, 16 to 19 years",116    ,35    ,30.5    ,24    ,20.4    ,12    ,33.2    ,26.2 – 40.2,,
01,27,Alabama,"Men, 20 to 24 years",157    ,116    ,73.9    ,83    ,52.9    ,33    ,28.4    ,24.1 – 32.7,,
01,28,Alabama,"Men, 25 to 34 years",292    ,253    ,86.8    ,221    ,75.6    ,33    ,12.9    ,10.2 – 15.6,,
01,29,Alabama,"Men, 35 to 44 years",303    ,263    ,86.9    ,245    ,80.8    ,19    ,7.1    ,4.9 – 9.3,,
01,30,Alabama,"Men, 45 to 54 years",324    ,266    ,82.3    ,244    ,75.4    ,22    ,8.3    ,6 – 10.6,,
01,31,Alabama,"Men, 55 to 64 years",254    ,160    ,62.8    ,149    ,58.8    ,10    ,6.4    ,3.7 – 9.1,,
01,32,Alabama,"Men, 65 years and over",282    ,44    ,15.5    ,43    ,15.2    ,1    ,1.9    ,( 2 ) – ( 2 ),,
01,33,Alabama,"Women, 16 to 19 years",118    ,38    ,32.3    ,27    ,23.1    ,11    ,28.7    ,21.3 – 36.1,,
01,34,Alabama,"Women, 20 to 24 years",152    ,101    ,66.4    ,88    ,58.3    ,12    ,12.2    ,8 – 16.4,,
01,35,Alabama,"Women, 25 to 34 years",307    ,224    ,73.1    ,194    ,63.2    ,30    ,13.5    ,10.6 – 16.4,,
01,36,Alabama,"Women, 35 to 44 years",328    ,239    ,72.8    ,216    ,65.8    ,23    ,9.6    ,7.1 – 12.1,,
01,37,Alabama,"Women, 45 to 54 years",342    ,227    ,66.6    ,212    ,62.1    ,15    ,6.7    ,4.4 – 9,,
01,38,Alabama,"Women, 55 to 64 years",297    ,163    ,54.8    ,157    ,52.8    ,6    ,3.6    ,1.6 – 5.6,,
01,39,Alabama,"Women, 65 years and over",376    ,50    ,13.4    ,49    ,13.0    ,1    ,2.5    ,( 2 ) – ( 2 ),,
01,40,Alabama,"White, 16 to 19 years",147    ,47    ,32.3    ,37    ,25.2    ,10    ,22.0    ,15.1 – 28.9,,
01,41,Alabama,"White, 20 to 24 years",220    ,159    ,72.2    ,130    ,59.1    ,29    ,18.1    ,14.4 – 21.8,,
01,42,Alabama,"White, 25 to 34 years",420    ,329    ,78.4    ,294    ,69.8    ,36    ,10.9    ,8.6 – 13.2,,
01,43,Alabama,"White, 35 to 44 years",443    ,354    ,79.9    ,327    ,73.8    ,27    ,7.7    ,5.8 – 9.6,,
01,44,Alabama,"White, 45 to 54 years",494    ,375    ,75.9    ,354    ,71.5    ,21    ,5.7    ,4 – 7.4,,
01,45,Alabama,"White, 55 to 64 years",418    ,253    ,60.5    ,244    ,58.3    ,9    ,3.5    ,1.9 – 5.1,,
01,46,Alabama,"White, 65 years and over",525    ,82    ,15.6    ,81    ,15.4    ,1    ,1.1    ,( 2 ) – ( 2 ),,
01,47,Alabama,"Black or African American, 16 to 19 years",82    ,24    ,29.2    ,12    ,14.4    ,12    ,50.8    ,( 2 ) – ( 2 ),,
01,48,Alabama,"Black or African American, 20 to 24 years",84    ,54    ,64.7    ,38    ,44.9    ,16    ,30.5    ,( 2 ) – ( 2 ),,
01,49,Alabama,"Black or African American, 25 to 34 years",166    ,138    ,82.9    ,112    ,67.3    ,26    ,18.8    ,15.5 – 22.1,,
01,50,Alabama,"Black or African American, 35 to 44 years",171    ,133    ,77.8    ,120    ,69.9    ,14    ,10.2    ,6.3 – 14.1,,
01,51,Alabama,"Black or African American, 45 to 54 years",161    ,110    ,68.2    ,96    ,59.5    ,14    ,12.6    ,8.3 – 16.9,,
01,52,Alabama,"Black or African American, 55 to 64 years",121    ,65    ,53.5    ,58    ,47.6    ,7    ,11.0    ,5.5 – 16.5,,
01,63,Alabama,"Hispanic or Latino ethnicity, 25 to 34 years",40    ,31    ,77.8    ,28    ,71.1    ,3    ,8.7    ,3.6 – 13.8,,
02,01,Alaska,Total,518    ,360    ,69.6    ,331    ,64.0    ,29    ,8.0    ,6.8 – 9.2,,
02,02,Alaska,Men,263    ,193    ,73.7    ,176    ,67.0    ,17    ,9.0    ,7.3 – 10.7,,
02,03,Alaska,Women,255    ,167    ,65.3    ,155    ,60.9    ,11    ,6.8    ,5.2 – 8.4,,
02,04,Alaska,White,392    ,277    ,70.6    ,258    ,65.7    ,19    ,6.9    ,5.6 – 8.2,,
02,05,Alaska,"White, men",201    ,151    ,75.0    ,139    ,69.3    ,11    ,7.6    ,5.8 – 9.4,,
02,06,Alaska,"White, women",191    ,126    ,65.9    ,118    ,62.0    ,8    ,6.0    ,4.3 – 7.7,,
02,07,Alaska,Black or African American,21    ,17    ,77.6    ,16    ,73.4    ,1    ,5.4    ,3 – 7.8,,
02,10,Alaska,Asian,28    ,20    ,70.7    ,19    ,67.2    ,1    ,5.0    ,2.9 – 7.1,,
02,13,Alaska,Hispanic or Latino ethnicity,21    ,15    ,71.8    ,14    ,66.9    ,1    ,6.9    ,0.9 – 12.9,,
02,16,Alaska,"Married men, spouse present",131    ,104    ,79.3    ,98    ,75.0    ,6    ,5.4    ,3.6 – 7.2,,
02,17,Alaska,"Married women, spouse present",134    ,90    ,67.2    ,85    ,63.6    ,5    ,5.4    ,3.4 – 7.4,,
02,18,Alaska,Women who maintain families,27    ,19    ,72.2    ,18    ,65.4    ,2    ,9.5    ,4.1 – 14.9,,
02,19,Alaska,"Total, 16 to 19 years",42    ,18    ,42.8    ,14    ,34.7    ,3    ,19.0    ,11.6 – 26.4,,
02,20,Alaska,"Total, 20 to 24 years",48    ,35    ,73.7    ,31    ,65.1    ,4    ,11.7    ,7.3 – 16.1,,
02,21,Alaska,"Total, 25 to 34 years",99    ,82    ,82.6    ,75    ,75.4    ,7    ,8.7    ,6.1 – 11.3,,
02,22,Alaska,"Total, 35 to 44 years",88    ,73    ,83.1    ,69    ,78.1    ,4    ,6.0    ,3.7 – 8.3,,
02,23,Alaska,"Total, 45 to 54 years",99    ,82    ,83.2    ,77    ,77.9    ,5    ,6.4    ,4.2 – 8.6,,
02,24,Alaska,"Total, 55 to 64 years",81    ,56    ,68.6    ,52    ,63.9    ,4    ,6.8    ,4 – 9.6,,
02,25,Alaska,"Total, 65 years and over",61    ,14    ,22.8    ,13    ,21.6    ,1    ,5.1    ,0.2 – 10,,
02,27,Alaska,"Men, 20 to 24 years",22    ,17    ,78.5    ,15    ,68.2    ,2    ,13.2    ,6.6 – 19.8,,
02,28,Alaska,"Men, 25 to 34 years",50    ,45    ,90.2    ,41    ,81.7    ,4    ,9.4    ,5.8 – 13,,
02,29,Alaska,"Men, 35 to 44 years",46    ,41    ,89.3    ,38    ,83.5    ,3    ,6.5    ,3.3 – 9.7,,
02,30,Alaska,"Men, 45 to 54 years",49    ,43    ,87.6    ,39    ,80.0    ,4    ,8.7    ,5.2 – 12.2,,
02,31,Alaska,"Men, 55 to 64 years",42    ,30    ,71.4    ,28    ,66.2    ,2    ,7.2    ,3.3 – 11.1,,
02,34,Alaska,"Women, 20 to 24 years",26    ,18    ,69.5    ,16    ,62.4    ,2    ,10.2    ,4.3 – 16.1,,
02,35,Alaska,"Women, 25 to 34 years",50    ,37    ,75.0    ,34    ,69.0    ,3    ,8.0    ,4.3 – 11.7,,
02,36,Alaska,"Women, 35 to 44 years",42    ,32    ,76.5    ,31    ,72.3    ,2    ,5.5    ,2.2 – 8.8,,
02,37,Alaska,"Women, 45 to 54 years",50    ,39    ,78.8    ,38    ,75.9    ,1    ,3.8    ,1.3 – 6.3,,
02,38,Alaska,"Women, 55 to 64 years",39    ,26    ,65.6    ,24    ,61.5    ,2    ,6.3    ,2.4 – 10.2,,
02,40,Alaska,"White, 16 to 19 years",28    ,13    ,45.5    ,10    ,37.7    ,2    ,17.2    ,8.7 – 25.7,,
02,41,Alaska,"White, 20 to 24 years",33    ,24    ,73.4    ,22    ,66.8    ,2    ,8.9    ,4.1 – 13.7,,
02,42,Alaska,"White, 25 to 34 years",71    ,59    ,83.0    ,54    ,76.4    ,5    ,8.0    ,5.1 – 10.9,,
02,43,Alaska,"White, 35 to 44 years",67    ,57    ,85.1    ,54    ,80.3    ,3    ,5.6    ,3.1 – 8.1,,
02,44,Alaska,"White, 45 to 54 years",80    ,68    ,85.3    ,64    ,80.9    ,3    ,5.1    ,2.9 – 7.3,,
02,45,Alaska,"White, 55 to 64 years",65    ,45    ,69.3    ,42    ,64.9    ,3    ,6.4    ,3.4 – 9.4,,
04,01,Arizona,Total,"5,027    ","3,180    ",63.3    ,"2,850    ",56.7    ,331    ,10.4    ,9.6 – 11.2,,
04,02,Arizona,Men,"2,484    ","1,750    ",70.4    ,"1,554    ",62.5    ,196    ,11.2    ,10.1 – 12.3,,
04,03,Arizona,Women,"2,543    ","1,430    ",56.3    ,"1,296    ",51.0    ,134    ,9.4    ,8.3 – 10.5,,
04,04,Arizona,White,"4,412    ","2,824    ",64.0    ,"2,543    ",57.6    ,281    ,9.9    ,9.1 – 10.7,,
04,05,Arizona,"White, men","2,187    ","1,565    ",71.6    ,"1,393    ",63.7    ,172    ,11.0    ,9.9 – 12.1,,
04,06,Arizona,"White, women","2,225    ","1,259    ",56.6    ,"1,149    ",51.7    ,109    ,8.7    ,7.6 – 9.8,,
04,07,Arizona,Black or African American,200    ,121    ,60.8    ,109    ,54.5    ,12    ,10.2    ,6.6 – 13.8,,
04,08,Arizona,"Black or African American, men",104    ,72    ,68.8    ,64    ,61.7    ,7    ,10.4    ,5.7 – 15.1,,
04,09,Arizona,"Black or African American, women",96    ,50    ,52.0    ,45    ,46.8    ,5    ,10.0    ,4.5 – 15.5,,
04,10,Arizona,Asian,128    ,69    ,54.1    ,62    ,48.5    ,7    ,10.4    ,5.6 – 15.2,,
04,11,Arizona,"Asian, men",63    ,40    ,64.6    ,37    ,58.8    ,4    ,9.0    ,3.2 – 14.8,,
04,12,Arizona,"Asian, women",65    ,29    ,44.1    ,25    ,38.7    ,4    ,12.2    ,4.5 – 19.9,,
04,13,Arizona,Hispanic or Latino ethnicity,"1,446    ",931    ,64.4    ,807    ,55.8    ,124    ,13.4    ,11.7 – 15.1,,
04,14,Arizona,"Hispanic or Latino ethnicity, men",734    ,551    ,75.0    ,468    ,63.7    ,83    ,15.0    ,12.9 – 17.1,,
04,15,Arizona,"Hispanic or Latino ethnicity, women",713    ,381    ,53.4    ,339    ,47.6    ,42    ,10.9    ,8.6 – 13.2,,
04,16,Arizona,"Married men, spouse present","1,268    ",952    ,75.1    ,888    ,70.1    ,64    ,6.7    ,5.5 – 7.9,,
04,17,Arizona,"Married women, spouse present","1,261    ",715    ,56.7    ,668    ,52.9    ,48    ,6.7    ,5.3 – 8.1,,
04,18,Arizona,Women who maintain families,308    ,207    ,67.3    ,185    ,60.3    ,22    ,10.5    ,7.5 – 13.5,,
04,19,Arizona,"Total, 16 to 19 years",344    ,106    ,30.9    ,73    ,21.1    ,33    ,31.5    ,27 – 36,,
04,20,Arizona,"Total, 20 to 24 years",440    ,322    ,73.2    ,266    ,60.4    ,56    ,17.5    ,14.7 – 20.3,,
04,21,Arizona,"Total, 25 to 34 years",892    ,713    ,79.9    ,645    ,72.3    ,69    ,9.6    ,8 – 11.2,,
04,22,Arizona,"Total, 35 to 44 years",902    ,718    ,79.7    ,659    ,73.0    ,60    ,8.3    ,6.8 – 9.8,,
04,23,Arizona,"Total, 45 to 54 years",916    ,718    ,78.4    ,649    ,70.8    ,69    ,9.6    ,8 – 11.2,,
04,24,Arizona,"Total, 55 to 64 years",742    ,461    ,62.2    ,429    ,57.8    ,32    ,7.0    ,5.3 – 8.7,,
04,25,Arizona,"Total, 65 years and over",791    ,141    ,17.8    ,129    ,16.4    ,11    ,8.0    ,4.7 – 11.3,,
04,26,Arizona,"Men, 16 to 19 years",160    ,55    ,34.7    ,36    ,22.2    ,20    ,35.9    ,30.6 – 41.2,,
04,27,Arizona,"Men, 20 to 24 years",223    ,173    ,77.4    ,140    ,62.9    ,32    ,18.8    ,15 – 22.6,,
04,28,Arizona,"Men, 25 to 34 years",472    ,418    ,88.7    ,380    ,80.6    ,38    ,9.1    ,7.1 – 11.1,,
04,29,Arizona,"Men, 35 to 44 years",470    ,420    ,89.3    ,383    ,81.5    ,37    ,8.7    ,6.7 – 10.7,,
04,30,Arizona,"Men, 45 to 54 years",443    ,376    ,85.0    ,329    ,74.2    ,48    ,12.6    ,10.3 – 14.9,,
04,31,Arizona,"Men, 55 to 64 years",351    ,234    ,66.6    ,217    ,61.9    ,17    ,7.1    ,4.7 – 9.5,,
04,32,Arizona,"Men, 65 years and over",366    ,74    ,20.3    ,69    ,18.8    ,5    ,7.1    ,2.8 – 11.4,,
04,33,Arizona,"Women, 16 to 19 years",184    ,51    ,27.5    ,37    ,20.2    ,14    ,26.7    ,19.8 – 33.6,,
04,34,Arizona,"Women, 20 to 24 years",217    ,150    ,68.9    ,126    ,57.8    ,24    ,16.0    ,12 – 20,,
04,35,Arizona,"Women, 25 to 34 years",420    ,295    ,70.2    ,264    ,62.9    ,30    ,10.3    ,7.8 – 12.8,,
04,36,Arizona,"Women, 35 to 44 years",432    ,299    ,69.2    ,275    ,63.8    ,23    ,7.8    ,5.6 – 10,,
04,37,Arizona,"Women, 45 to 54 years",474    ,342    ,72.2    ,321    ,67.7    ,22    ,6.3    ,4.4 – 8.2,,
04,38,Arizona,"Women, 55 to 64 years",391    ,228    ,58.3    ,212    ,54.3    ,16    ,6.9    ,4.5 – 9.3,,
04,39,Arizona,"Women, 65 years and over",425    ,66    ,15.6    ,60    ,14.2    ,6    ,9.0    ,4.1 – 13.9,,
04,40,Arizona,"White, 16 to 19 years",298    ,96    ,32.3    ,68    ,22.8    ,28    ,29.4    ,24.6 – 34.2,,
04,41,Arizona,"White, 20 to 24 years",370    ,284    ,76.7    ,244    ,66.0    ,39    ,13.9    ,11.1 – 16.7,,
04,42,Arizona,"White, 25 to 34 years",752    ,613    ,81.4    ,559    ,74.3    ,53    ,8.7    ,7.1 – 10.3,,
04,43,Arizona,"White, 35 to 44 years",772    ,624    ,80.8    ,570    ,73.8    ,54    ,8.7    ,7.1 – 10.3,,
04,44,Arizona,"White, 45 to 54 years",815    ,643    ,78.9    ,578    ,70.9    ,66    ,10.2    ,8.5 – 11.9,,
04,45,Arizona,"White, 55 to 64 years",686    ,428    ,62.4    ,399    ,58.2    ,29    ,6.7    ,5 – 8.4,,
04,46,Arizona,"White, 65 years and over",718    ,136    ,18.9    ,125    ,17.4    ,11    ,8.0    ,4.7 – 11.3,,
04,49,Arizona,"Black or African American, 25 to 34 years",48    ,37    ,78.2    ,33    ,69.3    ,4    ,11.4    ,4.8 – 18,,
04,50,Arizona,"Black or African American, 35 to 44 years",45    ,36    ,79.8    ,34    ,74.9    ,2    ,6.2    ,0.9 – 11.5,,
04,61,Arizona,"Hispanic or Latino ethnicity, 16 to 19 years",141    ,39    ,27.5    ,22    ,15.6    ,17    ,43.2    ,( 2 ) – ( 2 ),,
04,62,Arizona,"Hispanic or Latino ethnicity, 20 to 24 years",166    ,120    ,72.4    ,97    ,58.5    ,23    ,19.3    ,15.3 – 23.3,,
04,63,Arizona,"Hispanic or Latino ethnicity, 25 to 34 years",324    ,251    ,77.4    ,226    ,69.7    ,25    ,9.9    ,7.2 – 12.6,,
04,64,Arizona,"Hispanic or Latino ethnicity, 35 to 44 years",305    ,241    ,79.0    ,217    ,71.2    ,24    ,9.9    ,7.2 – 12.6,,
04,65,Arizona,"Hispanic or Latino ethnicity, 45 to 54 years",247    ,184    ,74.3    ,157    ,63.6    ,27    ,14.4    ,11.1 – 17.7,,
04,66,Arizona,"Hispanic or Latino ethnicity, 55 to 64 years",147    ,83    ,56.3    ,76    ,51.9    ,7    ,7.9    ,3.6 – 12.2,,
05,01,Arkansas,Total,"2,221    ","1,343    ",60.5    ,"1,228    ",55.3    ,116    ,8.6    ,7.7 – 9.5,,
05,02,Arkansas,Men,"1,069    ",711    ,66.5    ,650    ,60.8    ,61    ,8.6    ,7.4 – 9.8,,
05,03,Arkansas,Women,"1,153    ",632    ,54.9    ,577    ,50.1    ,55    ,8.7    ,7.4 – 10,,
05,04,Arkansas,White,"1,812    ","1,094    ",60.4    ,"1,014    ",56.0    ,80    ,7.3    ,6.4 – 8.2,,
05,05,Arkansas,"White, men",882    ,584    ,66.2    ,539    ,61.1    ,44    ,7.6    ,6.3 – 8.9,,
05,06,Arkansas,"White, women",930    ,510    ,54.9    ,475    ,51.1    ,35    ,6.9    ,5.6 – 8.2,,
05,07,Arkansas,Black or African American,322    ,193    ,59.9    ,161    ,50.1    ,32    ,16.5    ,13.5 – 19.5,,
05,08,Arkansas,"Black or African American, men",144    ,94    ,65.1    ,79    ,54.9    ,15    ,15.6    ,12.6 – 18.6,,
05,09,Arkansas,"Black or African American, women",178    ,99    ,55.8    ,82    ,46.1    ,17    ,17.3    ,14.7 – 19.9,,
05,10,Arkansas,Asian,40    ,26    ,66.7    ,25    ,62.0    ,2    ,7.1    ,1.2 – 13,,
05,13,Arkansas,Hispanic or Latino ethnicity,85    ,62    ,72.6    ,57    ,66.8    ,5    ,7.9    ,4.1 – 11.7,,
05,14,Arkansas,"Hispanic or Latino ethnicity, men",49    ,42    ,84.9    ,39    ,78.2    ,3    ,7.9    ,3.5 – 12.3,,
05,16,Arkansas,"Married men, spouse present",584    ,405    ,69.3    ,385    ,66.0    ,19    ,4.8    ,3.5 – 6.1,,
05,17,Arkansas,"Married women, spouse present",596    ,346    ,58.1    ,328    ,55.1    ,18    ,5.3    ,3.9 – 6.7,,
05,18,Arkansas,Women who maintain families,148    ,91    ,61.5    ,79    ,53.4    ,12    ,13.1    ,9.1 – 17.1,,
05,19,Arkansas,"Total, 16 to 19 years",150    ,54    ,36.3    ,39    ,26.1    ,15    ,28.2    ,21.8 – 34.6,,
05,20,Arkansas,"Total, 20 to 24 years",218    ,155    ,71.1    ,136    ,62.3    ,19    ,12.4    ,9.4 – 15.4,,
05,21,Arkansas,"Total, 25 to 34 years",382    ,309    ,80.9    ,281    ,73.5    ,28    ,9.1    ,7.2 – 11,,
05,22,Arkansas,"Total, 35 to 44 years",326    ,267    ,81.7    ,250    ,76.7    ,16    ,6.1    ,4.4 – 7.8,,
05,23,Arkansas,"Total, 45 to 54 years",403    ,302    ,74.8    ,278    ,69.0    ,23    ,7.8    ,6 – 9.6,,
05,24,Arkansas,"Total, 55 to 64 years",336    ,200    ,59.7    ,191    ,56.8    ,10    ,4.9    ,3.1 – 6.7,,
05,25,Arkansas,"Total, 65 years and over",406    ,56    ,13.8    ,53    ,13.0    ,4    ,6.2    ,2.4 – 10,,
05,26,Arkansas,"Men, 16 to 19 years",75    ,25    ,32.9    ,18    ,24.2    ,7    ,26.5    ,17.1 – 35.9,,
05,27,Arkansas,"Men, 20 to 24 years",96    ,76    ,78.9    ,67    ,69.8    ,9    ,11.5    ,7.3 – 15.7,,
05,28,Arkansas,"Men, 25 to 34 years",202    ,179    ,88.5    ,163    ,80.8    ,15    ,8.7    ,6.2 – 11.2,,
05,29,Arkansas,"Men, 35 to 44 years",161    ,143    ,88.9    ,135    ,84.0    ,8    ,5.6    ,3.3 – 7.9,,
05,30,Arkansas,"Men, 45 to 54 years",194    ,162    ,83.5    ,146    ,75.3    ,16    ,9.8    ,7.1 – 12.5,,
05,31,Arkansas,"Men, 55 to 64 years",166    ,102    ,61.4    ,97    ,58.4    ,5    ,5.0    ,2.5 – 7.5,,
05,32,Arkansas,"Men, 65 years and over",176    ,26    ,14.7    ,25    ,13.9    ,1    ,5.5    ,0.2 – 10.8,,
05,33,Arkansas,"Women, 16 to 19 years",75    ,30    ,39.7    ,21    ,27.9    ,9    ,29.6    ,20.9 – 38.3,,
05,34,Arkansas,"Women, 20 to 24 years",122    ,80    ,65.0    ,69    ,56.4    ,11    ,13.3    ,9 – 17.6,,
05,35,Arkansas,"Women, 25 to 34 years",180    ,130    ,72.4    ,118    ,65.3    ,13    ,9.8    ,6.8 – 12.8,,
05,36,Arkansas,"Women, 35 to 44 years",166    ,124    ,74.7    ,116    ,69.7    ,8    ,6.6    ,4 – 9.2,,
05,37,Arkansas,"Women, 45 to 54 years",210    ,140    ,66.8    ,132    ,63.1    ,8    ,5.5    ,3.2 – 7.8,,
05,38,Arkansas,"Women, 55 to 64 years",170    ,99    ,58.0    ,94    ,55.2    ,5    ,4.7    ,2.2 – 7.2,,
05,39,Arkansas,"Women, 65 years and over",230    ,30    ,13.2    ,28    ,12.3    ,2    ,6.9    ,1.5 – 12.3,,
05,40,Arkansas,"White, 16 to 19 years",121    ,47    ,39.1    ,35    ,28.8    ,13    ,26.5    ,19.7 – 33.3,,
05,41,Arkansas,"White, 20 to 24 years",170    ,123    ,72.1    ,110    ,64.8    ,12    ,10.1    ,7 – 13.2,,
05,42,Arkansas,"White, 25 to 34 years",286    ,230    ,80.3    ,213    ,74.6    ,16    ,7.1    ,5.1 – 9.1,,
05,43,Arkansas,"White, 35 to 44 years",258    ,215    ,83.2    ,203    ,78.8    ,11    ,5.2    ,3.4 – 7,,
05,44,Arkansas,"White, 45 to 54 years",334    ,257    ,76.9    ,239    ,71.6    ,18    ,7.0    ,5.1 – 8.9,,
05,45,Arkansas,"White, 55 to 64 years",286    ,172    ,60.1    ,165    ,57.8    ,7    ,3.8    ,2.1 – 5.5,,
05,46,Arkansas,"White, 65 years and over",357    ,51    ,14.2    ,48    ,13.4    ,3    ,5.4    ,1.7 – 9.1,,
05,48,Arkansas,"Black or African American, 20 to 24 years",39    ,28    ,71.0    ,21    ,53.9    ,7    ,24.0    ,( 2 ) – ( 2 ),,
05,49,Arkansas,"Black or African American, 25 to 34 years",70    ,58    ,82.3    ,47    ,66.9    ,11    ,18.8    ,( 2 ) – ( 2 ),,
05,50,Arkansas,"Black or African American, 35 to 44 years",51    ,38    ,73.8    ,34    ,65.4    ,4    ,11.5    ,6.7 – 16.3,,
05,51,Arkansas,"Black or African American, 45 to 54 years",54    ,35    ,64.2    ,30    ,56.4    ,4    ,12.1    ,7.3 – 16.9,,
05,52,Arkansas,"Black or African American, 55 to 64 years",42    ,24    ,57.9    ,21    ,50.9    ,3    ,12.1    ,6.6 – 17.6,,
06,01,California,Total,"28,293    ","18,195    ",64.3    ,"15,976    ",56.5    ,"2,219    ",12.2    ,11.9 – 12.5,,
06,02,California,Men,"13,915    ","9,999    ",71.9    ,"8,705    ",62.6    ,"1,294    ",12.9    ,12.5 – 13.3,,
06,03,California,Women,"14,379    ","8,197    ",57.0    ,"7,271    ",50.6    ,926    ,11.3    ,10.8 – 11.8,,
06,04,California,White,"21,729    ","14,056    ",64.7    ,"12,386    ",57.0    ,"1,670    ",11.9    ,11.5 – 12.3,,
06,05,California,"White, men","10,814    ","7,857    ",72.7    ,"6,879    ",63.6    ,978    ,12.4    ,11.9 – 12.9,,
06,06,California,"White, women","10,915    ","6,199    ",56.8    ,"5,507    ",50.4    ,692    ,11.2    ,10.7 – 11.7,,
06,07,California,Black or African American,"1,819    ","1,099    ",60.4    ,884    ,48.6    ,214    ,19.5    ,18 – 21,,
06,08,California,"Black or African American, men",848    ,547    ,64.5    ,425    ,50.2    ,121    ,22.2    ,19.9 – 24.5,,
06,09,California,"Black or African American, women",971    ,552    ,56.9    ,459    ,47.3    ,93    ,16.9    ,14.9 – 18.9,,
06,10,California,Asian,"3,672    ","2,348    ",63.9    ,"2,127    ",57.9    ,222    ,9.4    ,8.6 – 10.2,,
06,11,California,"Asian, men","1,711    ","1,211    ",70.8    ,"1,082    ",63.2    ,129    ,10.6    ,9.5 – 11.7,,
06,12,California,"Asian, women","1,961    ","1,137    ",58.0    ,"1,044    ",53.3    ,93    ,8.2    ,7.1 – 9.3,,
06,13,California,Hispanic or Latino ethnicity,"9,557    ","6,398    ",66.9    ,"5,454    ",57.1    ,943    ,14.7    ,14.1 – 15.3,,
06,14,California,"Hispanic or Latino ethnicity, men","4,887    ","3,774    ",77.2    ,"3,215    ",65.8    ,559    ,14.8    ,14 – 15.6,,
06,15,California,"Hispanic or Latino ethnicity, women","4,670    ","2,624    ",56.2    ,"2,240    ",48.0    ,384    ,14.6    ,13.7 – 15.5,,
06,16,California,"Married men, spouse present","7,128    ","5,537    ",77.7    ,"5,029    ",70.6    ,508    ,9.2    ,8.7 – 9.7,,
06,17,California,"Married women, spouse present","6,799    ","3,937    ",57.9    ,"3,589    ",52.8    ,348    ,8.8    ,8.2 – 9.4,,
