"State 
FIPS 
code","Group 
code",State,Population group,Civilian non-institutional population,Civilian labor force total,Civilian labor force percent,Employed total,Employed Percent of population,Unemployed total,Rate,Error range of rate(1),,
01,23,Alabama,"Total, 45 to 54 years",653    ,492    ,75.4    ,465    ,71.2    ,27    ,5.5    ,4 – 7,,
01,24,Alabama,"Total, 55 to 64 years",638    ,366    ,57.4    ,352    ,55.2    ,14    ,3.8    ,2.4 – 5.2,,
01,25,Alabama,"Total, 65 years and over",664    ,97    ,14.6    ,90    ,13.5    ,7    ,7.0    ,3.3 – 10.7,,
01,26,Alabama,"Men, 16 to 19 years",136    ,36    ,26.2    ,28    ,20.7    ,7    ,20.9    ,10.3 – 31.5,,
01,27,Alabama,"Men, 20 to 24 years",156    ,114    ,73.1    ,95    ,60.9    ,19    ,16.7    ,11.4 – 22,,
01,28,Alabama,"Men, 25 to 34 years",283    ,247    ,87.5    ,222    ,78.4    ,26    ,10.4    ,7.6 – 13.2,,
01,29,Alabama,"Men, 35 to 44 years",296    ,250    ,84.7    ,234    ,79.0    ,17    ,6.7    ,4.4 – 9,,
01,30,Alabama,"Men, 45 to 54 years",314    ,248    ,78.7    ,232    ,73.8    ,16    ,6.3    ,4.1 – 8.5,,
01,31,Alabama,"Men, 55 to 64 years",307    ,199    ,64.6    ,190    ,62.0    ,8    ,4.0    ,2 – 6,,
01,32,Alabama,"Men, 65 years and over",281    ,56    ,19.9    ,54    ,19.2    ,2    ,3.4    ,( 2 ) – ( 2 ),,
01,33,Alabama,"Women, 16 to 19 years",143    ,44    ,30.8    ,38    ,26.5    ,6    ,14.0    ,6.2 – 21.8,,
01,34,Alabama,"Women, 20 to 24 years",147    ,88    ,60.3    ,75    ,51.2    ,13    ,15.1    ,9.4 – 20.8,,
01,35,Alabama,"Women, 25 to 34 years",326    ,228    ,70.0    ,201    ,61.6    ,27    ,11.9    ,8.7 – 15.1,,
01,36,Alabama,"Women, 35 to 44 years",306    ,212    ,69.4    ,201    ,65.7    ,11    ,5.3    ,3.1 – 7.5,,
01,37,Alabama,"Women, 45 to 54 years",338    ,244    ,72.2    ,233    ,68.8    ,12    ,4.8    ,2.8 – 6.8,,
01,38,Alabama,"Women, 55 to 64 years",331    ,168    ,50.7    ,162    ,48.9    ,6    ,3.6    ,1.6 – 5.6,,
01,39,Alabama,"Women, 65 years and over",383    ,41    ,10.7    ,36    ,9.4    ,5    ,12.1    ,4.5 – 19.7,,
01,40,Alabama,"White, 16 to 19 years",176    ,57    ,32.3    ,50    ,28.2    ,7    ,12.7    ,6.1 – 19.3,,
01,41,Alabama,"White, 20 to 24 years",190    ,134    ,70.6    ,118    ,62.0    ,16    ,12.1    ,7.9 – 16.3,,
01,42,Alabama,"White, 25 to 34 years",439    ,344    ,78.3    ,312    ,71.0    ,32    ,9.3    ,7 – 11.6,,
01,43,Alabama,"White, 35 to 44 years",423    ,337    ,79.7    ,321    ,75.9    ,16    ,4.8    ,3.1 – 6.5,,
01,44,Alabama,"White, 45 to 54 years",468    ,361    ,77.1    ,347    ,74.0    ,15    ,4.0    ,2.5 – 5.5,,
01,45,Alabama,"White, 55 to 64 years",480    ,284    ,59.2    ,275    ,57.4    ,9    ,3.1    ,1.6 – 4.6,,
01,46,Alabama,"White, 65 years and over",525    ,79    ,15.1    ,74    ,14.0    ,6    ,6.9    ,2.8 – 11,,
01,48,Alabama,"Black or African American, 20 to 24 years",107    ,63    ,59.0    ,48    ,44.7    ,15    ,24.3    ,14 – 34.6,,
01,49,Alabama,"Black or African American, 25 to 34 years",150    ,118    ,78.5    ,99    ,65.6    ,19    ,16.4    ,10.2 – 22.6,,
01,50,Alabama,"Black or African American, 35 to 44 years",168    ,119    ,71.0    ,108    ,64.1    ,12    ,9.7    ,5 – 14.4,,
01,51,Alabama,"Black or African American, 45 to 54 years",156    ,109    ,69.9    ,99    ,63.2    ,10    ,9.6    ,4.7 – 14.5,,
01,52,Alabama,"Black or African American, 55 to 64 years",148    ,76    ,51.5    ,73    ,48.9    ,4    ,5.1    ,0.8 – 9.4,,
02,01,Alaska,Total,537    ,366    ,68.2    ,339    ,63.1    ,27    ,7.4    ,6.3 – 8.5,,
02,02,Alaska,Men,272    ,198    ,72.6    ,181    ,66.3    ,17    ,8.6    ,6.9 – 10.3,,
02,03,Alaska,Women,264    ,168    ,63.6    ,158    ,59.8    ,10    ,6.1    ,4.6 – 7.6,,
02,04,Alaska,White,398    ,270    ,68.0    ,254    ,63.8    ,17    ,6.1    ,4.9 – 7.3,,
02,05,Alaska,"White, men",206    ,150    ,72.6    ,139    ,67.4    ,11    ,7.2    ,5.4 – 9,,
02,06,Alaska,"White, women",192    ,121    ,63.0    ,115    ,59.9    ,6    ,4.8    ,3.2 – 6.4,,
02,07,Alaska,Black or African American,18    ,13    ,70.3    ,12    ,63.1    ,1    ,10.2    ,6.4 – 14,,
02,10,Alaska,Asian,31    ,23    ,73.7    ,22    ,70.9    ,1    ,3.7    ,( 2 ) – ( 2 ),,
02,13,Alaska,Hispanic or Latino ethnicity,27    ,20    ,72.3    ,19    ,68.7    ,1    ,5.0    ,0.6 – 9.4,,
02,16,Alaska,"Married men, spouse present",136    ,107    ,78.5    ,101    ,74.7    ,5    ,4.8    ,3.1 – 6.5,,
02,17,Alaska,"Married women, spouse present",133    ,83    ,62.5    ,80    ,59.9    ,3    ,4.2    ,2.4 – 6,,
02,18,Alaska,Women who maintain families,26    ,21    ,77.7    ,19    ,72.1    ,1    ,7.2    ,2.4 – 12,,
02,19,Alaska,"Total, 16 to 19 years",43    ,16    ,37.8    ,13    ,30.0    ,3    ,20.6    ,11.5 – 29.7,,
02,20,Alaska,"Total, 20 to 24 years",49    ,36    ,74.7    ,32    ,65.5    ,4    ,12.3    ,7.6 – 17,,
02,21,Alaska,"Total, 25 to 34 years",100    ,82    ,81.9    ,76    ,75.9    ,6    ,7.3    ,4.9 – 9.7,,
02,22,Alaska,"Total, 35 to 44 years",87    ,71    ,82.1    ,67    ,77.1    ,4    ,6.0    ,3.7 – 8.3,,
02,23,Alaska,"Total, 45 to 54 years",97    ,81    ,83.7    ,75    ,77.9    ,6    ,7.0    ,4.6 – 9.4,,
02,24,Alaska,"Total, 55 to 64 years",96    ,65    ,66.9    ,62    ,63.8    ,3    ,4.6    ,2.4 – 6.8,,
02,25,Alaska,"Total, 65 years and over",65    ,14    ,22.2    ,14    ,21.4    ,1    ,3.5    ,( 2 ) – ( 2 ),,
02,27,Alaska,"Men, 20 to 24 years",23    ,19    ,79.4    ,16    ,67.3    ,3    ,15.3    ,8 – 22.6,,
02,28,Alaska,"Men, 25 to 34 years",49    ,45    ,91.2    ,41    ,83.6    ,4    ,8.3    ,4.8 – 11.8,,
02,29,Alaska,"Men, 35 to 44 years",45    ,40    ,89.3    ,37    ,83.2    ,3    ,6.8    ,3.5 – 10.1,,
02,30,Alaska,"Men, 45 to 54 years",50    ,43    ,85.7    ,39    ,78.6    ,4    ,8.3    ,4.7 – 11.9,,
02,31,Alaska,"Men, 55 to 64 years",51    ,35    ,69.7    ,33    ,65.8    ,2    ,5.6    ,2.4 – 8.8,,
02,34,Alaska,"Women, 20 to 24 years",25    ,18    ,70.2    ,16    ,63.7    ,2    ,9.2    ,3.4 – 15,,
02,35,Alaska,"Women, 25 to 34 years",51    ,37    ,72.9    ,35    ,68.6    ,2    ,6.0    ,2.7 – 9.3,,
02,36,Alaska,"Women, 35 to 44 years",42    ,31    ,74.3    ,30    ,70.6    ,2    ,5.0    ,1.8 – 8.2,,
02,37,Alaska,"Women, 45 to 54 years",47    ,38    ,81.6    ,36    ,77.1    ,2    ,5.5    ,2.4 – 8.6,,
02,38,Alaska,"Women, 55 to 64 years",46    ,29    ,63.9    ,28    ,61.7    ,1    ,3.4    ,0.6 – 6.2,,
02,40,Alaska,"White, 16 to 19 years",29    ,12    ,40.4    ,10    ,33.5    ,2    ,17.1    ,7.4 – 26.8,,
02,41,Alaska,"White, 20 to 24 years",30    ,21    ,71.8    ,19    ,63.9    ,2    ,11.0    ,5.2 – 16.8,,
02,42,Alaska,"White, 25 to 34 years",71    ,58    ,81.8    ,55    ,77.7    ,3    ,5.1    ,2.7 – 7.5,,
02,43,Alaska,"White, 35 to 44 years",65    ,54    ,83.5    ,51    ,79.3    ,3    ,5.1    ,2.6 – 7.6,,
02,44,Alaska,"White, 45 to 54 years",74    ,62    ,84.4    ,58    ,79.3    ,4    ,6.0    ,3.5 – 8.5,,
02,45,Alaska,"White, 55 to 64 years",78    ,51    ,65.4    ,49    ,62.4    ,2    ,4.6    ,2.2 – 7,,
04,01,Arizona,Total,"4,998    ","3,018    ",60.4    ,"2,770    ",55.4    ,248    ,8.2    ,7.5 – 8.9,,
04,02,Arizona,Men,"2,434    ","1,633    ",67.1    ,"1,499    ",61.6    ,134    ,8.2    ,7.2 – 9.2,,
04,03,Arizona,Women,"2,564    ","1,385    ",54.0    ,"1,271    ",49.6    ,114    ,8.2    ,7.1 – 9.3,,
04,04,Arizona,White,"4,333    ","2,618    ",60.4    ,"2,407    ",55.5    ,212    ,8.1    ,7.3 – 8.9,,
04,05,Arizona,"White, men","2,122    ","1,422    ",67.0    ,"1,304    ",61.5    ,118    ,8.3    ,7.2 – 9.4,,
04,06,Arizona,"White, women","2,211    ","1,196    ",54.1    ,"1,102    ",49.9    ,94    ,7.9    ,6.7 – 9.1,,
04,07,Arizona,Black or African American,230    ,139    ,60.6    ,126    ,55.1    ,13    ,9.2    ,5.8 – 12.6,,
04,08,Arizona,"Black or African American, men",113    ,71    ,63.1    ,65    ,57.9    ,6    ,8.3    ,3.8 – 12.8,,
04,09,Arizona,"Black or African American, women",117    ,68    ,58.3    ,61    ,52.4    ,7    ,10.2    ,5.1 – 15.3,,
04,10,Arizona,Asian,184    ,118    ,64.2    ,109    ,59.1    ,9    ,7.9    ,4.5 – 11.3,,
04,11,Arizona,"Asian, men",82    ,63    ,76.5    ,56    ,67.8    ,7    ,11.4    ,5.8 – 17,,
04,12,Arizona,"Asian, women",102    ,55    ,54.2    ,53    ,52.1    ,2    ,3.9    ,0.4 – 7.4,,
04,13,Arizona,Hispanic or Latino ethnicity,"1,455    ",897    ,61.7    ,802    ,55.1    ,95    ,10.6    ,9 – 12.2,,
04,14,Arizona,"Hispanic or Latino ethnicity, men",726    ,517    ,71.1    ,465    ,64.1    ,51    ,9.9    ,7.8 – 12,,
04,15,Arizona,"Hispanic or Latino ethnicity, women",729    ,381    ,52.2    ,337    ,46.2    ,44    ,11.5    ,8.9 – 14.1,,
04,16,Arizona,"Married men, spouse present","1,262    ",885    ,70.1    ,841    ,66.6    ,44    ,5.0    ,3.9 – 6.1,,
04,17,Arizona,"Married women, spouse present","1,294    ",675    ,52.1    ,644    ,49.7    ,31    ,4.6    ,3.4 – 5.8,,
04,18,Arizona,Women who maintain families,280    ,181    ,64.7    ,158    ,56.5    ,23    ,12.7    ,8.8 – 16.6,,
04,19,Arizona,"Total, 16 to 19 years",342    ,122    ,35.6    ,86    ,25.3    ,35    ,28.9    ,21.8 – 36,,
04,20,Arizona,"Total, 20 to 24 years",441    ,322    ,72.9    ,279    ,63.2    ,43    ,13.3    ,10.3 – 16.3,,
04,21,Arizona,"Total, 25 to 34 years",832    ,639    ,76.7    ,587    ,70.6    ,51    ,8.0    ,6.4 – 9.6,,
04,22,Arizona,"Total, 35 to 44 years",845    ,669    ,79.2    ,630    ,74.6    ,39    ,5.9    ,4.5 – 7.3,,
04,23,Arizona,"Total, 45 to 54 years",825    ,640    ,77.6    ,596    ,72.3    ,44    ,6.8    ,5.3 – 8.3,,
04,24,Arizona,"Total, 55 to 64 years",819    ,494    ,60.3    ,470    ,57.3    ,24    ,4.8    ,3.4 – 6.2,,
04,25,Arizona,"Total, 65 years and over",894    ,133    ,14.9    ,121    ,13.5    ,12    ,9.2    ,5.4 – 13,,
04,26,Arizona,"Men, 16 to 19 years",179    ,64    ,35.9    ,44    ,24.8    ,20    ,30.9    ,20.8 – 41,,
04,27,Arizona,"Men, 20 to 24 years",225    ,180    ,79.9    ,154    ,68.4    ,26    ,14.4    ,10.3 – 18.5,,
04,28,Arizona,"Men, 25 to 34 years",392    ,341    ,86.9    ,317    ,80.8    ,24    ,7.0    ,4.9 – 9.1,,
04,29,Arizona,"Men, 35 to 44 years",436    ,377    ,86.5    ,356    ,81.7    ,21    ,5.5    ,3.7 – 7.3,,
04,30,Arizona,"Men, 45 to 54 years",399    ,341    ,85.6    ,319    ,79.9    ,23    ,6.7    ,4.7 – 8.7,,
04,31,Arizona,"Men, 55 to 64 years",387    ,255    ,66.0    ,244    ,63.2    ,11    ,4.3    ,2.4 – 6.2,,
04,32,Arizona,"Men, 65 years and over",416    ,75    ,17.9    ,64    ,15.4    ,10    ,14.0    ,7.7 – 20.3,,
04,33,Arizona,"Women, 16 to 19 years",163    ,57    ,35.2    ,42    ,25.8    ,15    ,26.7    ,16.8 – 36.6,,
04,34,Arizona,"Women, 20 to 24 years",216    ,142    ,65.7    ,125    ,57.9    ,17    ,11.8    ,7.6 – 16,,
04,35,Arizona,"Women, 25 to 34 years",440    ,298    ,67.7    ,270    ,61.5    ,27    ,9.2    ,6.6 – 11.8,,
04,36,Arizona,"Women, 35 to 44 years",409    ,292    ,71.5    ,274    ,67.0    ,19    ,6.4    ,4.2 – 8.6,,
04,37,Arizona,"Women, 45 to 54 years",426    ,298    ,70.0    ,278    ,65.1    ,21    ,7.0    ,4.8 – 9.2,,
04,38,Arizona,"Women, 55 to 64 years",432    ,238    ,55.1    ,225    ,52.2    ,13    ,5.4    ,3.2 – 7.6,,
04,39,Arizona,"Women, 65 years and over",478    ,59    ,12.3    ,57    ,11.9    ,2    ,3.1    ,( 2 ) – ( 2 ),,
04,40,Arizona,"White, 16 to 19 years",272    ,100    ,36.8    ,71    ,26.1    ,29    ,29.0    ,21.2 – 36.8,,
04,41,Arizona,"White, 20 to 24 years",357    ,268    ,75.0    ,234    ,65.6    ,34    ,12.5    ,9.4 – 15.6,,
04,42,Arizona,"White, 25 to 34 years",713    ,556    ,77.9    ,509    ,71.4    ,47    ,8.4    ,6.6 – 10.2,,
04,43,Arizona,"White, 35 to 44 years",705    ,561    ,79.6    ,529    ,74.9    ,33    ,5.8    ,4.3 – 7.3,,
04,44,Arizona,"White, 45 to 54 years",726    ,573    ,78.9    ,534    ,73.7    ,38    ,6.7    ,5.1 – 8.3,,
04,45,Arizona,"White, 55 to 64 years",726    ,437    ,60.2    ,416    ,57.3    ,21    ,4.8    ,3.3 – 6.3,,
04,46,Arizona,"White, 65 years and over",834    ,124    ,14.9    ,113    ,13.6    ,11    ,8.6    ,4.8 – 12.4,,
04,57,Arizona,"Asian, 35 to 44 years",46    ,40    ,86.4    ,38    ,81.2    ,2    ,6.0    ,0.9 – 11.1,,
04,61,Arizona,"Hispanic or Latino ethnicity, 16 to 19 years",153    ,49    ,32.2    ,34    ,22.2    ,15    ,31.0    ,19.1 – 42.9,,
04,62,Arizona,"Hispanic or Latino ethnicity, 20 to 24 years",172    ,126    ,73.6    ,109    ,63.3    ,18    ,13.9    ,8.9 – 18.9,,
04,63,Arizona,"Hispanic or Latino ethnicity, 25 to 34 years",312    ,231    ,74.1    ,210    ,67.3    ,21    ,9.1    ,6.1 – 12.1,,
04,64,Arizona,"Hispanic or Latino ethnicity, 35 to 44 years",312    ,231    ,74.2    ,215    ,68.9    ,17    ,7.2    ,4.5 – 9.9,,
04,65,Arizona,"Hispanic or Latino ethnicity, 45 to 54 years",201    ,161    ,79.8    ,147    ,73.1    ,14    ,8.5    ,5 – 12,,
04,66,Arizona,"Hispanic or Latino ethnicity, 55 to 64 years",165    ,80    ,48.7    ,70    ,42.5    ,10    ,12.8    ,6.8 – 18.8,,
05,01,Arkansas,Total,"2,263    ","1,350    ",59.6    ,"1,248    ",55.1    ,102    ,7.6    ,6.7 – 8.5,,
05,02,Arkansas,Men,"1,091    ",715    ,65.6    ,661    ,60.6    ,54    ,7.6    ,6.4 – 8.8,,
05,03,Arkansas,Women,"1,172    ",634    ,54.1    ,586    ,50.0    ,48    ,7.6    ,6.3 – 8.9,,
05,04,Arkansas,White,"1,847    ","1,088    ",58.9    ,"1,022    ",55.4    ,65    ,6.0    ,5.1 – 6.9,,
05,05,Arkansas,"White, men",902    ,590    ,65.4    ,554    ,61.4    ,36    ,6.1    ,4.9 – 7.3,,
05,06,Arkansas,"White, women",945    ,498    ,52.7    ,468    ,49.6    ,29    ,5.9    ,4.6 – 7.2,,
05,07,Arkansas,Black or African American,326    ,201    ,61.5    ,169    ,51.7    ,32    ,15.9    ,11.9 – 19.9,,
05,08,Arkansas,"Black or African American, men",146    ,91    ,62.2    ,75    ,51.5    ,16    ,17.3    ,11 – 23.6,,
05,09,Arkansas,"Black or African American, women",180    ,110    ,61.0    ,94    ,52.0    ,16    ,14.8    ,9.5 – 20.1,,
05,10,Arkansas,Asian,42    ,31    ,74.0    ,30    ,71.8    ,1    ,3.0    ,( 2 ) – ( 2 ),,
05,13,Arkansas,Hispanic or Latino ethnicity,114    ,80    ,70.6    ,76    ,66.7    ,4    ,5.5    ,2.5 – 8.5,,
05,14,Arkansas,"Hispanic or Latino ethnicity, men",62    ,50    ,81.5    ,48    ,77.1    ,3    ,5.5    ,1.7 – 9.3,,
05,15,Arkansas,"Hispanic or Latino ethnicity, women",52    ,30    ,57.6    ,28    ,54.4    ,2    ,5.6    ,0.7 – 10.5,,
05,16,Arkansas,"Married men, spouse present",616    ,423    ,68.6    ,408    ,66.1    ,15    ,3.6    ,2.5 – 4.7,,
05,17,Arkansas,"Married women, spouse present",594    ,320    ,53.8    ,303    ,51.0    ,16    ,5.1    ,3.6 – 6.6,,
05,18,Arkansas,Women who maintain families,157    ,105    ,66.6    ,93    ,59.4    ,11    ,10.7    ,7 – 14.4,,
05,19,Arkansas,"Total, 16 to 19 years",137    ,50    ,36.9    ,37    ,27.2    ,13    ,26.2    ,17.8 – 34.6,,
05,20,Arkansas,"Total, 20 to 24 years",197    ,146    ,74.5    ,125    ,63.4    ,22    ,14.9    ,11.2 – 18.6,,
05,21,Arkansas,"Total, 25 to 34 years",398    ,320    ,80.5    ,297    ,74.5    ,24    ,7.4    ,5.6 – 9.2,,
05,22,Arkansas,"Total, 35 to 44 years",354    ,281    ,79.2    ,262    ,73.9    ,19    ,6.7    ,4.9 – 8.5,,
05,23,Arkansas,"Total, 45 to 54 years",407    ,309    ,76.1    ,293    ,72.2    ,16    ,5.1    ,3.6 – 6.6,,
05,24,Arkansas,"Total, 55 to 64 years",350    ,181    ,51.6    ,175    ,49.9    ,6    ,3.3    ,1.7 – 4.9,,
05,25,Arkansas,"Total, 65 years and over",421    ,62    ,14.6    ,59    ,14.0    ,3    ,4.3    ,1.2 – 7.4,,
05,26,Arkansas,"Men, 16 to 19 years",73    ,24    ,33.4    ,16    ,22.5    ,8    ,32.8    ,19.2 – 46.4,,
05,27,Arkansas,"Men, 20 to 24 years",94    ,74    ,79.3    ,64    ,68.0    ,11    ,14.2    ,9.1 – 19.3,,
05,28,Arkansas,"Men, 25 to 34 years",201    ,182    ,90.9    ,169    ,84.5    ,13    ,7.0    ,4.7 – 9.3,,
05,29,Arkansas,"Men, 35 to 44 years",169    ,145    ,85.7    ,137    ,81.0    ,8    ,5.4    ,3.2 – 7.6,,
05,30,Arkansas,"Men, 45 to 54 years",189    ,153    ,81.2    ,144    ,76.0    ,10    ,6.4    ,4 – 8.8,,
05,31,Arkansas,"Men, 55 to 64 years",176    ,102    ,58.2    ,99    ,56.2    ,3    ,3.4    ,1.3 – 5.5,,
05,32,Arkansas,"Men, 65 years and over",190    ,33    ,17.6    ,32    ,16.9    ,1    ,4.4    ,0.2 – 8.6,,
05,33,Arkansas,"Women, 16 to 19 years",64    ,26    ,40.8    ,21    ,32.6    ,5    ,19.9    ,9.7 – 30.1,,
05,34,Arkansas,"Women, 20 to 24 years",103    ,72    ,70.2    ,61    ,59.3    ,11    ,15.5    ,10.1 – 20.9,,
05,35,Arkansas,"Women, 25 to 34 years",197    ,138    ,70.0    ,127    ,64.4    ,11    ,8.0    ,5.2 – 10.8,,
05,36,Arkansas,"Women, 35 to 44 years",185    ,135    ,73.3    ,124    ,67.3    ,11    ,8.1    ,5.2 – 11,,
05,37,Arkansas,"Women, 45 to 54 years",218    ,156    ,71.6    ,150    ,68.9    ,6    ,3.8    ,2 – 5.6,,
05,38,Arkansas,"Women, 55 to 64 years",174    ,78    ,45.0    ,76    ,43.6    ,2    ,3.1    ,0.8 – 5.4,,
05,39,Arkansas,"Women, 65 years and over",231    ,28    ,12.1    ,27    ,11.7    ,1    ,4.1    ,( 2 ) – ( 2 ),,
05,40,Arkansas,"White, 16 to 19 years",103    ,41    ,40.2    ,31    ,30.5    ,10    ,24.3    ,15.3 – 33.3,,
05,41,Arkansas,"White, 20 to 24 years",152    ,111    ,73.5    ,98    ,64.7    ,13    ,12.0    ,8.2 – 15.8,,
05,42,Arkansas,"White, 25 to 34 years",309    ,253    ,82.0    ,240    ,77.8    ,13    ,5.2    ,3.5 – 6.9,,
05,43,Arkansas,"White, 35 to 44 years",273    ,217    ,79.4    ,206    ,75.4    ,11    ,5.1    ,3.3 – 6.9,,
05,44,Arkansas,"White, 45 to 54 years",329    ,253    ,76.7    ,241    ,73.3    ,11    ,4.5    ,2.9 – 6.1,,
05,45,Arkansas,"White, 55 to 64 years",303    ,156    ,51.6    ,152    ,50.3    ,4    ,2.6    ,1.1 – 4.1,,
05,46,Arkansas,"White, 65 years and over",378    ,56    ,14.7    ,54    ,14.2    ,2    ,4.0    ,0.9 – 7.1,,
05,48,Arkansas,"Black or African American, 20 to 24 years",37    ,29    ,77.0    ,21    ,56.4    ,8    ,26.8    ,12.8 – 40.8,,
05,49,Arkansas,"Black or African American, 25 to 34 years",63    ,51    ,80.9    ,41    ,66.0    ,9    ,18.5    ,9.8 – 27.2,,
05,50,Arkansas,"Black or African American, 35 to 44 years",54    ,41    ,75.7    ,35    ,65.2    ,6    ,13.9    ,5.4 – 22.4,,
05,51,Arkansas,"Black or African American, 45 to 54 years",66    ,47    ,71.8    ,43    ,65.7    ,4    ,8.5    ,2.3 – 14.7,,
06,01,California,Total,"29,348    ","18,486    ",63.0    ,"16,558    ",56.4    ,"1,929    ",10.4    ,10.1 – 10.7,,
06,02,California,Men,"14,341    ","10,128    ",70.6    ,"9,072    ",63.3    ,"1,056    ",10.4    ,10 – 10.8,,
06,03,California,Women,"15,007    ","8,358    ",55.7    ,"7,486    ",49.9    ,873    ,10.4    ,9.9 – 10.9,,
06,04,California,White,"21,941    ","13,912    ",63.4    ,"12,506    ",57.0    ,"1,407    ",10.1    ,9.7 – 10.5,,
06,05,California,"White, men","10,879    ","7,802    ",71.7    ,"7,017    ",64.5    ,785    ,10.1    ,9.6 – 10.6,,
06,06,California,"White, women","11,062    ","6,111    ",55.2    ,"5,489    ",49.6    ,622    ,10.2    ,9.6 – 10.8,,
06,07,California,Black or African American,"1,862    ","1,059    ",56.9    ,876    ,47.1    ,183    ,17.3    ,15.7 – 18.9,,
06,08,California,"Black or African American, men",875    ,513    ,58.7    ,422    ,48.2    ,91    ,17.8    ,15.4 – 20.2,,
06,09,California,"Black or African American, women",987    ,546    ,55.3    ,454    ,46.0    ,92    ,16.8    ,14.6 – 19,,
06,10,California,Asian,"4,153    ","2,594    ",62.5    ,"2,397    ",57.7    ,197    ,7.6    ,6.9 – 8.3,,
06,11,California,"Asian, men","1,908    ","1,307    ",68.5    ,"1,204    ",63.1    ,103    ,7.9    ,6.9 – 8.9,,
06,12,California,"Asian, women","2,245    ","1,287    ",57.3    ,"1,193    ",53.2    ,94    ,7.3    ,6.3 – 8.3,,
06,13,California,Hispanic or Latino ethnicity,"10,356    ","6,808    ",65.7    ,"5,946    ",57.4    ,862    ,12.7    ,12.1 – 13.3,,
06,14,California,"Hispanic or Latino ethnicity, men","5,211    ","3,985    ",76.5    ,"3,504    ",67.2    ,481    ,12.1    ,11.4 – 12.8,,
06,15,California,"Hispanic or Latino ethnicity, women","5,145    ","2,823    ",54.9    ,"2,442    ",47.5    ,381    ,13.5    ,12.6 – 14.4,,
06,16,California,"Married men, spouse present","7,180    ","5,463    ",76.1    ,"5,079    ",70.7    ,384    ,7.0    ,6.5 – 7.5,,
06,17,California,"Married women, spouse present","7,034    ","4,005    ",56.9    ,"3,696    ",52.5    ,310    ,7.7    ,7.1 – 8.3,,
06,18,California,Women who maintain families,"1,813    ","1,188    ",65.5    ,"1,049    ",57.9    ,139    ,11.7    ,10.3 – 13.1,,
06,19,California,"Total, 16 to 19 years","2,222    ",594    ,26.7    ,389    ,17.5    ,205    ,34.6    ,31.3 – 37.9,,
06,20,California,"Total, 20 to 24 years","2,943    ","1,961    ",66.6    ,"1,649    ",56.0    ,312    ,15.9    ,14.7 – 17.1,,
06,21,California,"Total, 25 to 34 years","5,309    ","4,231    ",79.7    ,"3,802    ",71.6    ,429    ,10.1    ,9.4 – 10.8,,
06,22,California,"Total, 35 to 44 years","4,941    ","4,008    ",81.1    ,"3,669    ",74.3    ,339    ,8.5    ,7.9 – 9.1,,
