"State 
FIPS 
code","Group 
code",State,Population group,Civilian non-institutional population,Civilian labor force total,Civilian labor force percent,Employed total,Employed Percent of population,Unemployed total,Rate,Error range of rate(1)
04,01,Arizona,Total,"5,606","3,432",61.2,"3,272",58.4,160,4.7,4.1 – 5.3
04,02,Arizona,Men,"2,735","1,842",67.3,"1,752",64.1,90,4.9,4.0 – 5.8
04,03,Arizona,Women,"2,871","1,591",55.4,"1,520",52.9,71,4.4,3.5 – 5.3
04,04,Arizona,White,"4,809","2,899",60.3,"2,773",57.7,126,4.3,3.6 – 5.0
04,05,Arizona,"White, men","2,344","1,564",66.7,"1,492",63.7,72,4.6,3.7 – 5.5
04,06,Arizona,"White, women","2,465","1,335",54.2,"1,281",52.0,54,4.0,3.1 – 4.9
04,07,Arizona,Black or African American,242,174,72.1,159,66.0,15,8.4,5.1 – 11.7
04,08,Arizona,"Black or African American, men",128,100,77.9,90,70.3,10,9.8,5.1 – 14.5
04,10,Arizona,Asian,231,149,64.2,145,62.7,3,2.3,0.8 – 3.8
04,13,Arizona,Hispanic or Latino ethnicity,"1,759","1,142",64.9,"1,077",61.2,65,5.7,4.4 – 7.0
04,14,Arizona,"Hispanic or Latino ethnicity, men",863,639,74.0,605,70.1,34,5.3,3.6 – 7.0
04,15,Arizona,"Hispanic or Latino ethnicity, women",896,503,56.1,472,52.7,31,6.1,4.0 – 8.2
04,16,Arizona,"Married men, spouse present","1,425",991,69.6,970,68.1,21,2.1,1.3 – 2.9
04,17,Arizona,"Married women, spouse present","1,433",733,51.1,711,49.6,22,3.0,1.9 – 4.1
04,18,Arizona,Women who maintain families,308,225,73.3,213,69.1,13,5.6,2.9 – 8.3
04,19,Arizona,"Total, 16 to 19 years",419,144,34.3,119,28.4,25,17.3,11.4 – 23.2
04,20,Arizona,"Total, 20 to 24 years",486,376,77.4,347,71.3,29,7.8,5.3 – 10.3
04,21,Arizona,"Total, 25 to 34 years",900,729,81.0,693,77.0,37,5.0,3.6 – 6.4
04,22,Arizona,"Total, 35 to 44 years",845,685,81.1,668,79.0,18,2.6,1.5 – 3.7
04,23,Arizona,"Total, 45 to 54 years",916,723,79.0,707,77.2,17,2.3,1.3 – 3.3
04,24,Arizona,"Total, 55 to 64 years",905,570,63.0,546,60.4,23,4.1,2.7 – 5.5
04,25,Arizona,"Total, 65 years and over","1,135",204,18.0,193,17.0,12,5.8,2.9 – 8.7
04,27,Arizona,"Men, 20 to 24 years",254,191,75.2,174,68.4,17,9.0,5.3 – 12.7
04,28,Arizona,"Men, 25 to 34 years",451,403,89.3,385,85.4,18,4.4,2.6 – 6.2
04,29,Arizona,"Men, 35 to 44 years",412,380,92.4,374,90.8,7,1.7,0.6 – 2.8
04,30,Arizona,"Men, 45 to 54 years",449,392,87.3,385,85.7,7,1.8,0.6 – 3.0
04,31,Arizona,"Men, 55 to 64 years",425,297,69.9,281,66.1,16,5.4,3.1 – 7.7
04,32,Arizona,"Men, 65 years and over",526,108,20.5,100,18.9,8,7.8,3.2 – 12.4
04,34,Arizona,"Women, 20 to 24 years",232,185,79.7,173,74.5,12,6.5,3.3 – 9.7
04,35,Arizona,"Women, 25 to 34 years",449,326,72.7,307,68.5,19,5.8,3.5 – 8.1
04,36,Arizona,"Women, 35 to 44 years",433,305,70.4,294,67.8,11,3.6,1.8 – 5.4
04,37,Arizona,"Women, 45 to 54 years",467,331,70.9,322,68.9,10,2.9,1.3 – 4.5
04,38,Arizona,"Women, 55 to 64 years",479,272,56.8,265,55.3,7,2.7,1.0 – 4.4
04,39,Arizona,"Women, 65 years and over",609,96,15.8,93,15.3,3,3.6,0.3 – 6.9
04,40,Arizona,"White, 16 to 19 years",342,116,33.8,97,28.2,19,16.6,10.1 – 23.1
04,41,Arizona,"White, 20 to 24 years",400,310,77.5,286,71.6,24,7.7,5.0 – 10.4
04,42,Arizona,"White, 25 to 34 years",720,591,82.1,567,78.8,24,4.1,2.7 – 5.5
04,43,Arizona,"White, 35 to 44 years",700,561,80.1,546,78.0,14,2.6,1.4 – 3.8
04,44,Arizona,"White, 45 to 54 years",784,613,78.1,599,76.3,14,2.3,1.3 – 3.3
04,45,Arizona,"White, 55 to 64 years",809,515,63.7,496,61.3,19,3.7,2.2 – 5.2
04,46,Arizona,"White, 65 years and over","1,053",194,18.4,183,17.3,11,5.8,2.9 – 8.7
04,62,Arizona,"Hispanic or Latino ethnicity, 20 to 24 years",212,167,78.8,155,73.2,12,7.1,3.2 – 11.0
04,63,Arizona,"Hispanic or Latino ethnicity, 25 to 34 years",332,266,79.9,255,76.7,11,4.0,1.7 – 6.3
04,64,Arizona,"Hispanic or Latino ethnicity, 35 to 44 years",301,240,79.8,233,77.4,7,2.9,0.8 – 5.0
04,65,Arizona,"Hispanic or Latino ethnicity, 45 to 54 years",299,232,77.6,224,74.9,8,3.5,1.2 – 5.8
04,66,Arizona,"Hispanic or Latino ethnicity, 55 to 64 years",225,144,63.9,134,59.4,10,7.0,2.8 – 11.2
05,01,Arkansas,Total,"2,336","1,339",57.3,"1,289",55.2,50,3.8,3.2 – 4.4
05,02,Arkansas,Men,"1,124",706,62.8,678,60.4,28,3.9,3.1 – 4.7
05,03,Arkansas,Women,"1,212",633,52.2,610,50.3,23,3.6,2.8 – 4.4
05,04,Arkansas,White,"1,884","1,078",57.2,"1,045",55.5,33,3.0,2.4 – 3.6
05,05,Arkansas,"White, men",914,581,63.6,564,61.7,17,3.0,2.2 – 3.8
05,06,Arkansas,"White, women",969,496,51.2,481,49.6,15,3.1,2.2 – 4.0
05,07,Arkansas,Black or African American,344,199,57.9,186,54.0,13,6.7,4.7 – 8.7
05,08,Arkansas,"Black or African American, men",154,89,57.7,81,52.7,8,8.6,5.2 – 12.0
05,09,Arkansas,"Black or African American, women",189,110,58.1,104,55.1,6,5.2,2.8 – 7.6
05,13,Arkansas,Hispanic or Latino ethnicity,167,115,68.8,111,66.3,4,3.7,1.8 – 5.6
05,14,Arkansas,"Hispanic or Latino ethnicity, men",87,66,76.3,63,72.9,3,4.4,1.7 – 7.1
05,15,Arkansas,"Hispanic or Latino ethnicity, women",81,49,60.8,48,59.1,1,2.8,0.2 – 5.4
05,16,Arkansas,"Married men, spouse present",594,399,67.2,393,66.1,7,1.7,1.0 – 2.4
05,17,Arkansas,"Married women, spouse present",581,316,54.3,308,53.1,7,2.3,1.3 – 3.3
05,18,Arkansas,Women who maintain families,158,103,65.4,98,61.8,6,5.5,2.9 – 8.1
05,19,Arkansas,"Total, 16 to 19 years",157,50,32.2,46,29.3,5,9.1,4.4 – 13.8
05,20,Arkansas,"Total, 20 to 24 years",217,149,68.7,137,63.3,12,7.8,5.3 – 10.3
05,21,Arkansas,"Total, 25 to 34 years",398,307,77.1,294,74.0,12,4.0,2.7 – 5.3
05,22,Arkansas,"Total, 35 to 44 years",327,261,80.0,254,77.8,7,2.8,1.6 – 4.0
05,23,Arkansas,"Total, 45 to 54 years",367,279,75.8,272,74.0,7,2.5,1.4 – 3.6
05,24,Arkansas,"Total, 55 to 64 years",379,215,56.8,209,55.2,6,2.8,1.5 – 4.1
05,25,Arkansas,"Total, 65 years and over",492,77,15.7,76,15.4,2,2.1,0.3 – 3.9
05,27,Arkansas,"Men, 20 to 24 years",113,84,73.8,77,67.5,7,8.5,5.0 – 12.0
05,28,Arkansas,"Men, 25 to 34 years",199,162,81.3,154,77.5,8,4.7,2.8 – 6.6
05,29,Arkansas,"Men, 35 to 44 years",152,131,85.8,127,83.7,3,2.5,1.0 – 4.0
05,30,Arkansas,"Men, 45 to 54 years",175,142,81.6,139,79.5,4,2.6,1.1 – 4.1
05,31,Arkansas,"Men, 55 to 64 years",183,116,63.2,113,62.0,2,2.0,0.5 – 3.5
05,34,Arkansas,"Women, 20 to 24 years",104,65,63.2,61,58.8,5,7.0,3.4 – 10.6
05,35,Arkansas,"Women, 25 to 34 years",198,145,72.8,140,70.5,5,3.2,1.5 – 4.9
05,36,Arkansas,"Women, 35 to 44 years",175,131,74.9,127,72.6,4,3.1,1.4 – 4.8
05,37,Arkansas,"Women, 45 to 54 years",193,136,70.6,133,69.0,3,2.3,0.9 – 3.7
05,38,Arkansas,"Women, 55 to 64 years",196,100,50.9,96,48.9,4,3.8,1.6 – 6.0
05,41,Arkansas,"White, 20 to 24 years",169,117,69.2,111,65.6,6,5.2,2.9 – 7.5
05,42,Arkansas,"White, 25 to 34 years",299,232,77.5,224,74.8,8,3.5,2.1 – 4.9
05,43,Arkansas,"White, 35 to 44 years",252,203,80.4,198,78.6,5,2.3,1.1 – 3.5
05,44,Arkansas,"White, 45 to 54 years",301,230,76.4,224,74.6,5,2.3,1.2 – 3.4
05,45,Arkansas,"White, 55 to 64 years",323,191,59.0,185,57.4,5,2.7,1.4 – 4.0
05,46,Arkansas,"White, 65 years and over",423,67,15.9,66,15.7,1,1.4,(2)-
05,49,Arkansas,"Black or African American, 25 to 34 years",66,50,75.8,47,71.3,3,5.9,2.1 – 9.7
06,01,California,Total,"31,063","19,369",62.4,"18,561",59.8,808,4.2,3.9 – 4.5
06,02,California,Men,"15,184","10,571",69.6,"10,160",66.9,411,3.9,3.6 – 4.2
06,03,California,Women,"15,879","8,798",55.4,"8,401",52.9,397,4.5,4.1 – 4.9
06,04,California,White,"22,510","14,015",62.3,"13,435",59.7,580,4.1,3.8 – 4.4
06,05,California,"White, men","11,138","7,784",69.9,"7,492",67.3,293,3.8,3.4 – 4.2
06,06,California,"White, women","11,372","6,230",54.8,"5,943",52.3,287,4.6,4.1 – 5.1
06,07,California,Black or African American,"1,951","1,200",61.5,"1,122",57.5,78,6.5,5.2 – 7.8
06,08,California,"Black or African American, men",927,609,65.7,570,61.5,38,6.3,4.4 – 8.2
06,09,California,"Black or African American, women","1,024",592,57.8,552,53.9,40,6.7,4.8 – 8.6
06,10,California,Asian,"5,051","3,138",62.1,"3,038",60.2,100,3.2,2.7 – 3.7
06,11,California,"Asian, men","2,343","1,630",69.6,"1,577",67.3,53,3.3,2.6 – 4.0
06,12,California,"Asian, women","2,708","1,508",55.7,"1,461",54.0,47,3.1,2.4 – 3.8
06,13,California,Hispanic or Latino ethnicity,"11,168","7,324",65.6,"6,953",62.3,371,5.1,4.6 – 5.6
06,14,California,"Hispanic or Latino ethnicity, men","5,547","4,118",74.2,"3,929",70.8,190,4.6,4.0 – 5.2
06,15,California,"Hispanic or Latino ethnicity, women","5,621","3,206",57.0,"3,024",53.8,182,5.7,5.0 – 6.4
06,16,California,"Married men, spouse present","7,568","5,631",74.4,"5,511",72.8,120,2.1,1.8 – 2.4
06,17,California,"Married women, spouse present","7,396","4,111",55.6,"3,986",53.9,124,3.0,2.5 – 3.5
06,18,California,Women who maintain families,"1,772","1,153",65.1,"1,084",61.2,69,6.0,4.7 – 7.3
06,19,California,"Total, 16 to 19 years","2,003",542,27.1,455,22.7,88,16.2,13.2 – 19.2
06,20,California,"Total, 20 to 24 years","2,618","1,722",65.8,"1,600",61.1,122,7.1,6.0 – 8.2
06,21,California,"Total, 25 to 34 years","5,757","4,657",80.9,"4,452",77.3,206,4.4,3.9 – 4.9
06,22,California,"Total, 35 to 44 years","5,333","4,315",80.9,"4,179",78.4,136,3.1,2.6 – 3.6
06,23,California,"Total, 45 to 54 years","5,055","4,020",79.5,"3,892",77.0,129,3.2,2.7 – 3.7
06,24,California,"Total, 55 to 64 years","4,695","3,012",64.1,"2,912",62.0,100,3.3,2.7 – 3.9
06,25,California,"Total, 65 years and over","5,601","1,101",19.7,"1,073",19.2,29,2.6,1.7 – 3.5
06,26,California,"Men, 16 to 19 years",997,257,25.8,217,21.7,40,15.7,11.4 – 20.0
06,27,California,"Men, 20 to 24 years","1,318",911,69.1,843,63.9,68,7.4,5.8 – 9.0
06,28,California,"Men, 25 to 34 years","2,933","2,574",87.8,"2,475",84.4,99,3.9,3.2 – 4.6
06,29,California,"Men, 35 to 44 years","2,664","2,416",90.7,"2,345",88.0,71,2.9,2.3 – 3.5
06,30,California,"Men, 45 to 54 years","2,494","2,178",87.3,"2,113",84.7,65,3.0,2.3 – 3.7
06,31,California,"Men, 55 to 64 years","2,276","1,633",71.8,"1,581",69.4,53,3.2,2.4 – 4.0
06,32,California,"Men, 65 years and over","2,501",601,24.0,586,23.4,14,2.4,1.3 – 3.5
06,33,California,"Women, 16 to 19 years","1,006",285,28.3,238,23.6,47,16.6,12.4 – 20.8
06,34,California,"Women, 20 to 24 years","1,300",811,62.4,757,58.2,54,6.7,5.1 – 8.3
06,35,California,"Women, 25 to 34 years","2,824","2,083",73.8,"1,977",70.0,106,5.1,4.2 – 6.0
06,36,California,"Women, 35 to 44 years","2,669","1,899",71.1,"1,834",68.7,65,3.4,2.7 – 4.1
06,37,California,"Women, 45 to 54 years","2,561","1,842",71.9,"1,779",69.4,64,3.5,2.7 – 4.3
06,38,California,"Women, 55 to 64 years","2,418","1,378",57.0,"1,331",55.0,47,3.4,2.5 – 4.3
06,39,California,"Women, 65 years and over","3,101",501,16.1,486,15.7,14,2.8,1.5 – 4.1
06,40,California,"White, 16 to 19 years","1,439",414,28.8,349,24.3,65,15.7,12.3 – 19.1
06,41,California,"White, 20 to 24 years","1,858","1,252",67.4,"1,165",62.7,87,7.0,5.7 – 8.3
06,42,California,"White, 25 to 34 years","4,049","3,321",82.0,"3,178",78.5,143,4.3,3.7 – 4.9
06,43,California,"White, 35 to 44 years","3,826","3,086",80.7,"2,992",78.2,94,3.0,2.5 – 3.5
06,44,California,"White, 45 to 54 years","3,660","2,901",79.3,"2,809",76.7,92,3.2,2.6 – 3.8
06,45,California,"White, 55 to 64 years","3,451","2,208",64.0,"2,134",61.8,73,3.3,2.6 – 4.0
06,46,California,"White, 65 years and over","4,226",832,19.7,808,19.1,25,2.9,1.9 – 3.9
06,48,California,"Black or African American, 20 to 24 years",179,120,67.0,107,60.0,13,10.5,5.1 – 15.9
06,49,California,"Black or African American, 25 to 34 years",416,316,76.0,289,69.5,27,8.5,5.5 – 11.5
06,50,California,"Black or African American, 35 to 44 years",315,246,77.9,232,73.6,14,5.6,2.8 – 8.4
06,51,California,"Black or African American, 45 to 54 years",307,238,77.5,227,73.9,11,4.6,2.0 – 7.2
06,52,California,"Black or African American, 55 to 64 years",307,180,58.5,173,56.4,7,3.6,1.0 – 6.2
06,55,California,"Asian, 20 to 24 years",379,206,54.3,188,49.6,18,8.5,5.2 – 11.8
06,56,California,"Asian, 25 to 34 years",974,760,78.0,739,75.8,22,2.8,1.8 – 3.8
06,57,California,"Asian, 35 to 44 years",899,740,82.2,722,80.2,18,2.4,1.5 – 3.3
06,58,California,"Asian, 45 to 54 years",861,698,81.0,678,78.7,20,2.9,1.8 – 4.0
06,59,California,"Asian, 55 to 64 years",761,519,68.2,503,66.1,16,3.1,1.8 – 4.4
06,60,California,"Asian, 65 years and over",885,168,19.0,167,18.8,1,0.8,(2)-
06,61,California,"Hispanic or Latino ethnicity, 16 to 19 years","1,005",300,29.8,252,25.0,48,16.1,12.0 – 20.2
06,62,California,"Hispanic or Latino ethnicity, 20 to 24 years","1,268",881,69.4,818,64.5,63,7.2,5.6 – 8.8
06,63,California,"Hispanic or Latino ethnicity, 25 to 34 years","2,363","1,914",81.0,"1,816",76.9,98,5.1,4.2 – 6.0
06,64,California,"Hispanic or Latino ethnicity, 35 to 44 years","2,158","1,720",79.7,"1,653",76.6,67,3.9,3.1 – 4.7
06,65,California,"Hispanic or Latino ethnicity, 45 to 54 years","1,866","1,437",77.0,"1,391",74.5,47,3.2,2.4 – 4.0
06,66,California,"Hispanic or Latino ethnicity, 55 to 64 years","1,391",887,63.8,847,60.9,41,4.6,3.3 – 5.9
06,67,California,"Hispanic or Latino ethnicity, 65 years and over","1,116",185,16.6,177,15.8,8,4.5,1.7 – 7.3
08,01,Colorado,Total,"4,477","3,097",69.2,"2,994",66.9,103,3.3,2.7 – 3.9
08,02,Colorado,Men,"2,219","1,681",75.7,"1,613",72.7,68,4.0,3.2 – 4.8
08,03,Colorado,Women,"2,257","1,417",62.7,"1,381",61.2,35,2.5,1.8 – 3.2
08,04,Colorado,White,"3,940","2,734",69.4,"2,647",67.2,87,3.2,2.6 – 3.8
08,05,Colorado,"White, men","1,950","1,474",75.6,"1,418",72.7,55,3.8,2.9 – 4.7
08,06,Colorado,"White, women","1,989","1,260",63.3,"1,229",61.8,31,2.5,1.7 – 3.3
08,07,Colorado,Black or African American,189,127,67.5,119,63.0,8,6.6,2.5 – 10.7
08,13,Colorado,Hispanic or Latino ethnicity,862,602,69.9,582,67.5,21,3.4,2.1 – 4.7
08,14,Colorado,"Hispanic or Latino ethnicity, men",426,325,76.2,315,73.9,10,3.1,1.4 – 4.8
08,15,Colorado,"Hispanic or Latino ethnicity, women",435,278,63.8,267,61.3,11,3.8,1.8 – 5.8
08,16,Colorado,"Married men, spouse present","1,128",874,77.5,856,75.8,19,2.1,1.3 – 2.9
08,17,Colorado,"Married women, spouse present","1,166",726,62.3,713,61.2,13,1.9,1.0 – 2.8
08,18,Colorado,Women who maintain families,206,148,71.5,143,69.2,5,3.2,0.7 – 5.7
08,20,Colorado,"Total, 20 to 24 years",358,274,76.5,263,73.4,11,4.1,2.0 – 6.2
08,21,Colorado,"Total, 25 to 34 years",870,766,88.0,741,85.1,25,3.3,2.2 – 4.4
08,22,Colorado,"Total, 35 to 44 years",775,665,85.8,649,83.8,15,2.3,1.3 – 3.3
08,23,Colorado,"Total, 45 to 54 years",706,592,83.9,581,82.2,12,2.0,1.0 – 3.0
08,24,Colorado,"Total, 55 to 64 years",707,500,70.7,481,67.9,19,3.8,2.3 – 5.3
08,25,Colorado,"Total, 65 years and over",797,191,24.0,186,23.4,5,2.4,0.5 – 4.3
08,27,Colorado,"Men, 20 to 24 years",166,134,81.2,129,77.7,6,4.2,1.2 – 7.2
08,28,Colorado,"Men, 25 to 34 years",466,436,93.5,417,89.5,19,4.3,2.6 – 6.0
08,29,Colorado,"Men, 35 to 44 years",382,360,94.3,351,91.9,9,2.5,1.1 – 3.9
08,30,Colorado,"Men, 45 to 54 years",348,315,90.5,307,88.3,8,2.5,1.0 – 4.0
08,31,Colorado,"Men, 55 to 64 years",347,268,77.1,257,74.0,11,4.1,2.0 – 6.2
08,34,Colorado,"Women, 20 to 24 years",192,139,72.4,134,69.6,5,3.9,1.1 – 6.7
08,35,Colorado,"Women, 25 to 34 years",403,330,81.7,323,80.1,6,1.9,0.6 – 3.2
08,36,Colorado,"Women, 35 to 44 years",393,305,77.5,298,75.9,6,2.1,0.7 – 3.5
08,37,Colorado,"Women, 45 to 54 years",359,278,77.4,274,76.3,4,1.5,0.2 – 2.8
08,38,Colorado,"Women, 55 to 64 years",360,232,64.4,224,62.1,8,3.6,1.5 – 5.7
08,41,Colorado,"White, 20 to 24 years",307,238,77.4,230,75.0,8,3.2,1.2 – 5.2
08,42,Colorado,"White, 25 to 34 years",747,658,88.0,634,84.9,23,3.6,2.3 – 4.9
08,43,Colorado,"White, 35 to 44 years",659,568,86.2,555,84.3,13,2.2,1.1 – 3.3
08,44,Colorado,"White, 45 to 54 years",646,547,84.6,536,83.0,11,1.9,0.9 – 2.9
08,45,Colorado,"White, 55 to 64 years",625,453,72.4,437,69.9,15,3.4,1.9 – 4.9
08,46,Colorado,"White, 65 years and over",728,177,24.3,173,23.7,4,2.3,0.3 – 4.3
08,63,Colorado,"Hispanic or Latino ethnicity, 25 to 34 years",201,163,81.2,157,78.1,6,3.8,1.2 – 6.4
